Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
3969R_R_F_S2_diabetes_S18_L001_R2_001	(1.0, 4.652369849809275)	(2.0, 0.8386953262096409)	(3.0, 0.5091490290742221)	(4.0, 0.332841760106773)	(5.0, 0.3377849545638043)	(6.0, 0.3460236119921898)	(7.0, 0.2595177089941423)	(8.0, 0.27681888959375184)	(9.0, 0.23727333393750155)	('>10', 3.835918898656275)	('>50', 0.9326160208932353)	('>100', 2.9617973455045767)	('>500', 1.2489804661432373)	('>1k', 12.906680727308679)	('>5k', 0.0)	('>10k+', 70.3235320772127)
3969R_R_F_S2_week5_S57_L001_R1_001	(1.0, 1.5755475027572081)	(2.0, 0.5915464714897517)	(3.0, 0.3373103971812023)	(4.0, 0.32656802784422134)	(5.0, 0.27572081298251144)	(6.0, 0.2363321254135812)	(7.0, 0.19551112193305353)	(8.0, 0.13750232751335634)	(9.0, 0.14179927524814873)	('>10', 2.5753040090522363)	('>50', 0.8336078605497229)	('>100', 2.793016027615051)	('>500', 2.840282452697767)	('>1k', 18.142429494249253)	('>5k', 17.02665539911483)	('>10k+', 51.97086669435811)
3969R_R_F_S2_week5_S57_L001_R2_001	(1.0, 5.974905825228812)	(2.0, 0.9424638698311301)	(3.0, 0.5714940487273873)	(4.0, 0.40391308707048423)	(5.0, 0.3115287107724479)	(6.0, 0.28789549823108984)	(7.0, 0.21556354469541802)	(8.0, 0.24062907314837362)	(9.0, 0.18691722646346878)	('>10', 4.332039474626524)	('>50', 0.8443502298867037)	('>100', 3.5521434607617057)	('>500', 1.7481415701047023)	('>1k', 10.345617829468468)	('>5k', 7.109300027214002)	('>10k+', 62.93309652376928)
3969R_S2_week18_S26_L001_R1_001	(1.0, 1.5468070754009893)	(2.0, 0.5977364712936591)	(3.0, 0.3400914405636336)	(4.0, 0.3560185879178534)	(5.0, 0.2763828511467546)	(6.0, 0.27544596012591815)	(7.0, 0.2229800629590766)	(8.0, 0.14240743516714136)	(9.0, 0.16864038375056215)	('>10', 2.626105531404587)	('>50', 0.5433967920851447)	('>100', 3.23602158596912)	('>500', 2.7497751461549993)	('>1k', 12.823227402188579)	('>5k', 24.19146304901814)	('>10k+', 49.90350022485385)
3969R_S2_week18_S26_L001_R2_001	(1.0, 5.342152600809474)	(2.0, 0.8937940338779793)	(3.0, 0.5199745165642333)	(4.0, 0.4197271773347324)	(5.0, 0.3138584919802129)	(6.0, 0.20798980662569327)	(7.0, 0.24265477439664218)	(8.0, 0.18737820416729126)	(9.0, 0.16864038375056215)	('>10', 4.191650427222306)	('>50', 0.8581921750861939)	('>100', 2.7544596012591813)	('>500', 2.8837505621346127)	('>1k', 8.160320791485534)	('>5k', 15.312546844551042)	('>10k+', 57.542909608754314)
3980R_0_F_S2_diabetes_S19_L001_R1_001	(1.0, 1.452553966150237)	(2.0, 0.5636549213168198)	(3.0, 0.36332891549746354)	(4.0, 0.3016315524884603)	(5.0, 0.29325289825266976)	(6.0, 0.23307892692290114)	(7.0, 0.1652879971969593)	(8.0, 0.16452630135734198)	(9.0, 0.1713815639138979)	('>10', 2.5775787212650245)	('>50', 1.0450466919549686)	('>100', 3.3857380070990053)	('>500', 1.9400393035053243)	('>1k', 13.290830705482687)	('>5k', 19.52454945691087)	('>10k+', 54.52752007068538)
3980R_0_F_S2_diabetes_S19_L001_R2_001	(1.0, 4.446780311685938)	(2.0, 0.7906402815227822)	(3.0, 0.43645171610072664)	(4.0, 0.3138186859223375)	(5.0, 0.27040202306415007)	(6.0, 0.3519034779032037)	(7.0, 0.25592980211142086)	(8.0, 0.19499413494203494)	(9.0, 0.23307892692290114)	('>10', 3.8518958609448073)	('>50', 0.8622396904468107)	('>100', 3.582255533720275)	('>500', 1.029812775162622)	('>1k', 8.27125512240452)	('>5k', 5.695199792818731)	('>10k+', 69.41334186432674)
3980R_0_F_S2_week5_S58_L001_R1_001	(1.0, 1.5611834856439173)	(2.0, 0.5379480199624085)	(3.0, 0.36943418238382264)	(4.0, 0.3111024693758507)	(5.0, 0.2552012444098775)	(6.0, 0.189578067275909)	(7.0, 0.13043619158727074)	(8.0, 0.15555123468792534)	(9.0, 0.1531207466459265)	('>10', 2.622496597316741)	('>50', 0.7194244604316548)	('>100', 2.977347851448571)	('>500', 3.0656555836411954)	('>1k', 16.208114589409554)	('>5k', 16.663426015944)	('>10k+', 54.079979259835376)
3980R_0_F_S2_week5_S58_L001_R2_001	(1.0, 5.799954630889883)	(2.0, 0.8830773219262428)	(3.0, 0.5906085942057165)	(4.0, 0.379156134551818)	(5.0, 0.34026832587983663)	(6.0, 0.29165856503986004)	(7.0, 0.19848985676323805)	(8.0, 0.18795774191457645)	(9.0, 0.2260353879058915)	('>10', 4.214466264825977)	('>50', 0.9503208244215439)	('>100', 3.476408062738998)	('>500', 2.5657852096701017)	('>1k', 8.647676453431849)	('>5k', 7.227461274223865)	('>10k+', 64.0206753516106)
3980R_L_F_S2_Pellet_week9_S83_L001_R1_001	(1.0, 1.5344237548352788)	(2.0, 0.6329819625871637)	(3.0, 0.43485346210256365)	(4.0, 0.43228036469367276)	(5.0, 0.2187132797557273)	(6.0, 0.2573097408890909)	(7.0, 0.22814797025499395)	(8.0, 0.1784014203497697)	(9.0, 0.16210513676012728)	('>10', 2.4435848393100668)	('>50', 1.0017925911948606)	('>100', 4.493485775059824)	('>500', 0.0)	('>1k', 14.906810988841334)	('>5k', 12.79944421095968)	('>10k+', 60.275664502405846)
3980R_L_F_S2_Pellet_week9_S83_L001_R2_001	(1.0, 5.404362257807207)	(2.0, 0.8045217898465576)	(3.0, 0.5352042610493092)	(4.0, 0.38768000960623034)	(5.0, 0.3430796545187879)	(6.0, 0.24701735125352728)	(7.0, 0.21614018234683638)	(8.0, 0.23329416507277576)	(9.0, 0.23157876680018186)	('>10', 4.244753025533703)	('>50', 0.6123971833160364)	('>100', 3.3681845082382)	('>500', 2.9650659141786244)	('>1k', 7.3256083231124185)	('>5k', 0.0)	('>10k+', 73.08111260731961)
3980R_L_F_S2_week5_S59_L001_R1_001	(1.0, 1.4868814932206373)	(2.0, 0.602923049832717)	(3.0, 0.3549920760697306)	(4.0, 0.3888008452192287)	(5.0, 0.2817397429124846)	(6.0, 0.19440042260961435)	(7.0, 0.1725655925338968)	(8.0, 0.18594823032223984)	(9.0, 0.11410459587955625)	('>10', 2.4631097024123965)	('>50', 0.9445324881141045)	('>100', 3.3287550625110054)	('>500', 0.9600281739742913)	('>1k', 12.916358513822857)	('>5k', 14.055995773903856)	('>10k+', 61.54886423666138)
3980R_L_F_S2_week5_S59_L001_R2_001	(1.0, 5.248107061102307)	(2.0, 0.8212713505898925)	(3.0, 0.5282620179609087)	(4.0, 0.4000704349357281)	(5.0, 0.2993484768445149)	(6.0, 0.24088748019017434)	(7.0, 0.2662440570522979)	(8.0, 0.23102658918823737)	(9.0, 0.1648177496038035)	('>10', 4.071139285085403)	('>50', 1.0015847860538827)	('>100', 2.948406409579151)	('>500', 2.1665786229970068)	('>1k', 9.944004226096144)	('>5k', 0.0)	('>10k+', 71.66825145272054)
3980R_R_F_S2_Pellet_week9_S84_L001_R1_001	(1.0, 1.576430012364157)	(2.0, 0.6295958872909482)	(3.0, 0.43193206221123187)	(4.0, 0.29934274744582545)	(5.0, 0.31317108088761636)	(6.0, 0.21474588403722264)	(7.0, 0.2220667664475825)	(8.0, 0.19522353094292966)	(9.0, 0.18302206025899656)	('>10', 2.374406195093382)	('>50', 1.0062146157350165)	('>100', 3.2805687512201467)	('>500', 2.2369362920544025)	('>1k', 14.611667859699356)	('>5k', 17.034066506149543)	('>10k+', 55.390609748161644)
3980R_R_F_S2_Pellet_week9_S84_L001_R2_001	(1.0, 5.2287369037547995)	(2.0, 0.9045356933689073)	(3.0, 0.4856185332205375)	(4.0, 0.42298431704301426)	(5.0, 0.309103923992972)	(6.0, 0.2391488254050888)	(7.0, 0.2334548057525867)	(8.0, 0.22776078610008457)	(9.0, 0.1757011778486367)	('>10', 4.213574542851565)	('>50', 0.919990889568556)	('>100', 3.332628359471595)	('>500', 1.9213249170299995)	('>1k', 9.055931541615148)	('>5k', 8.062731827942994)	('>10k+', 64.26677295503352)
3980R_R_F_S2_diabetes_S20_L001_R1_001	(1.0, 1.3308271708260733)	(2.0, 0.5501666963930468)	(3.0, 0.4054220917310357)	(4.0, 0.25518953997283467)	(5.0, 0.21265794997736223)	(6.0, 0.2057980161071247)	(7.0, 0.2064840094941485)	(8.0, 0.19756609546283974)	(9.0, 0.14200063111391606)	('>10', 2.130695460095765)	('>50', 1.3081893890542895)	('>100', 2.151961255093501)	('>500', 2.9710373591998573)	('>1k', 8.603729060051862)	('>5k', 12.135223016450121)	('>10k+', 67.19305225897622)
3980R_R_F_S2_diabetes_S20_L001_R2_001	(1.0, 4.352628040665688)	(2.0, 0.6914813341199391)	(3.0, 0.4815673576906719)	(4.0, 0.2908611960980696)	(5.0, 0.3189869249660433)	(6.0, 0.2428416590064072)	(7.0, 0.2641074540041434)	(8.0, 0.12073483611617984)	(9.0, 0.17287033352998477)	('>10', 3.658402732997654)	('>50', 1.3829626682398781)	('>100', 2.1773430104133795)	('>500', 0.44932566850055566)	('>1k', 10.402403720828131)	('>5k', 6.024393924842564)	('>10k+', 68.96908913798072)
3980R_R_F_S2_week5_S60_L001_R1_001	(1.0, 1.403226843221701)	(2.0, 0.5116667737995757)	(3.0, 0.3818216879861156)	(4.0, 0.32396991707912837)	(5.0, 0.21855113453750724)	(6.0, 0.24297743780934627)	(7.0, 0.18898245162949154)	(8.0, 0.17998328726618243)	(9.0, 0.11570354181397442)	('>10', 2.711319663174134)	('>50', 0.8317799061515717)	('>100', 3.3894709776949283)	('>500', 0.0)	('>1k', 12.228578774828051)	('>5k', 18.562062094234108)	('>10k+', 58.709905508774185)
3980R_R_F_S2_week5_S60_L001_R2_001	(1.0, 5.074243105997301)	(2.0, 0.7829272996078936)	(3.0, 0.5033104068907888)	(4.0, 0.3805360930770714)	(5.0, 0.33104068907887124)	(6.0, 0.21983672944655136)	(7.0, 0.21597994471941892)	(8.0, 0.17998328726618243)	(9.0, 0.20248119817445526)	('>10', 3.8233592594973325)	('>50', 1.5767821559426625)	('>100', 2.1392299286494825)	('>500', 1.6057080413961562)	('>1k', 9.97235970945555)	('>5k', 0.0)	('>10k+', 72.99222215080027)
3980R_S2_week14_S23_L001_R1_001	(1.0, 1.4146555026541892)	(2.0, 0.5349422645433153)	(3.0, 0.4022328024954851)	(4.0, 0.2763640343676463)	(5.0, 0.2325835932797023)	(6.0, 0.17238548678377935)	(7.0, 0.19153942975975483)	(8.0, 0.15870409894379686)	(9.0, 0.14160236414381874)	('>10', 2.550894762764735)	('>50', 0.9932687571827286)	('>100', 2.9497072183002246)	('>500', 1.8825589667815903)	('>1k', 7.1430525912548575)	('>5k', 19.673835713894817)	('>10k+', 61.28167241284957)
3980R_S2_week14_S23_L001_R2_001	(1.0, 4.490231489082253)	(2.0, 0.7278498330870684)	(3.0, 0.4576424232474142)	(4.0, 0.3256170305915832)	(5.0, 0.2941498385596235)	(6.0, 0.20111640124774255)	(7.0, 0.19632791550374867)	(8.0, 0.16417665407978985)	(9.0, 0.16622886225578723)	('>10', 3.9505007387949433)	('>50', 0.972746675422755)	('>100', 3.050949488316095)	('>500', 0.6724402123351393)	('>1k', 8.384638537733267)	('>5k', 6.21135007935205)	('>10k+', 69.73403382039074)
NS6_defined_inocula_S86_L001_R1_001	(1.0, 2.076536116779972)	(2.0, 0.748722881543201)	(3.0, 0.5381445711091758)	(4.0, 0.3899598341370839)	(5.0, 0.3899598341370839)	(6.0, 0.3782610391129714)	(7.0, 0.2547737583028948)	(8.0, 0.2287764360270892)	(9.0, 0.21642770794608157)	('>10', 2.4281499005602423)	('>50', 1.0021967737323056)	('>100', 4.945990562972014)	('>500', 2.059637857300698)	('>1k', 13.701238772406443)	('>5k', 33.45140450533595)	('>10k+', 37.18981944859679)
NS6_defined_inocula_S86_L001_R2_001	(1.0, 6.0762241489126625)	(2.0, 1.0983868661527862)	(3.0, 0.6863293080812677)	(4.0, 0.5511432322470785)	(5.0, 0.43870481340421935)	(6.0, 0.4445542109162756)	(7.0, 0.4094578258439381)	(8.0, 0.33796518958547267)	(9.0, 0.2222771054581378)	('>10', 3.506388841949279)	('>50', 0.9157556771652521)	('>100', 4.90374491427383)	('>500', 2.3865541849189533)	('>1k', 16.6220379300932)	('>5k', 30.145195044910373)	('>10k+', 31.255280706087273)
Negative_extraction_S85_L001_R1_001	(1.0, 1.8915481558561684)	(2.0, 0.5734767025089605)	(3.0, 0.35518557058619493)	(4.0, 0.27933865186726786)	(5.0, 0.20349173314834088)	(6.0, 0.16926812348248352)	(7.0, 0.16186842409527114)	(8.0, 0.1590935368250665)	(9.0, 0.12486992715920915)	('>10', 2.4428257602034917)	('>50', 1.1821019771071801)	('>100', 4.754306856283963)	('>500', 0.5304659498207885)	('>1k', 20.019424210891433)	('>5k', 5.417504913862874)	('>10k+', 61.7352295063013)
Negative_extraction_S85_L001_R2_001	(1.0, 6.717539599953752)	(2.0, 1.153428141981732)	(3.0, 0.7131460284425946)	(4.0, 0.5142791074112615)	(5.0, 0.39773384206266627)	(6.0, 0.3080124869927159)	(7.0, 0.30755000578101516)	(8.0, 0.2552896288588276)	(9.0, 0.20811654526534862)	('>10', 3.4450225459590706)	('>50', 1.6492080009249626)	('>100', 6.031679963001503)	('>500', 1.6473580760781592)	('>1k', 18.372991097236675)	('>5k', 2.456237715342814)	('>10k+', 55.82240721470691)
Negtive_Control_S90_L001_R1_001	(1.0, 71.16883116883118)	(2.0, 5.844155844155844)	(3.0, 2.922077922077922)	(4.0, 1.0389610389610389)	(5.0, 2.5974025974025974)	(6.0, 0.38961038961038963)	(7.0, 1.3636363636363635)	(8.0, 0.0)	(9.0, 0.5844155844155844)	('>10', 3.1818181818181817)	('>50', 0.0)	('>100', 10.909090909090908)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
Negtive_Control_S90_L001_R2_001	(1.0, 75.25974025974025)	(2.0, 6.753246753246753)	(3.0, 3.116883116883117)	(4.0, 1.2987012987012987)	(5.0, 1.6233766233766231)	(6.0, 1.948051948051948)	(7.0, 0.45454545454545453)	(8.0, 0.5194805194805194)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 9.025974025974026)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
Positive_Control_S89_L001_R1_001	(1.0, 1.6886127068994938)	(2.0, 0.5574199419828224)	(3.0, 0.34127751549968716)	(4.0, 0.2588021159205961)	(5.0, 0.21329844718730445)	(6.0, 0.2772879813434958)	(7.0, 0.24387122461748478)	(8.0, 0.18770263352482794)	(9.0, 0.1855696490529549)	('>10', 3.4540128547864173)	('>50', 0.4614356407485354)	('>100', 5.896991069905011)	('>500', 0.5126272680734885)	('>1k', 1.7547352255275581)	('>5k', 3.6189636539445993)	('>10k+', 80.34739207098572)
Positive_Control_S89_L001_R2_001	(1.0, 5.820914623741539)	(2.0, 1.0039246914282465)	(3.0, 0.622831465786929)	(4.0, 0.4635686252204084)	(5.0, 0.40882202377566695)	(6.0, 0.34980945338717934)	(7.0, 0.31354871736533757)	(8.0, 0.3128377225413799)	(9.0, 0.23036232296228884)	('>10', 4.430919742904272)	('>50', 0.9555770433991241)	('>100', 3.9972129002900862)	('>500', 3.4341049997156023)	('>1k', 4.029207667368182)	('>5k', 0.0)	('>10k+', 73.62635800011375)
S2_defined_inocula_S88_L001_R1_001	(1.0, 2.2226230043198583)	(2.0, 0.8639716933329898)	(3.0, 0.5925849586478757)	(4.0, 0.5427734693702282)	(5.0, 0.3478216061628836)	(6.0, 0.32978641176925255)	(7.0, 0.3306452305499017)	(8.0, 0.18550485662020458)	(9.0, 0.216422332723572)	('>10', 2.427021874114343)	('>50', 1.0597823753209836)	('>100', 4.355070036671562)	('>500', 0.0)	('>1k', 33.923341835639256)	('>5k', 43.499171239876674)	('>10k+', 9.10347907488041)
S2_defined_inocula_S88_L001_R2_001	(1.0, 6.685045388572557)	(2.0, 1.190322829979646)	(3.0, 0.8450776801587098)	(4.0, 0.5839967708413847)	(5.0, 0.46805623545375685)	(6.0, 0.3761626259243037)	(7.0, 0.38475081373079467)	(8.0, 0.31604531127886704)	(9.0, 0.37100971324040916)	('>10', 3.3957694586865226)	('>50', 0.7351488762356255)	('>100', 4.86005547969323)	('>500', 1.5656266371233005)	('>1k', 18.162299573167065)	('>5k', 43.85815749018799)	('>10k+', 16.202475115725832)
S5_defined_inocula_S87_L001_R1_001	(1.0, 1.8294615767785172)	(2.0, 0.6611420549744147)	(3.0, 0.473780736313001)	(4.0, 0.38717565548159216)	(5.0, 0.34245799936602817)	(6.0, 0.26830593669338404)	(7.0, 0.31302359280894804)	(8.0, 0.17207806910292986)	(9.0, 0.13245482950686047)	('>10', 2.7538151519268217)	('>50', 0.786804329121949)	('>100', 4.214780600461894)	('>500', 0.0)	('>1k', 11.503758547298828)	('>5k', 24.663202463433407)	('>10k+', 51.497758456731425)
S5_defined_inocula_S87_L001_R2_001	(1.0, 6.139337952270978)	(2.0, 1.1219037268487073)	(3.0, 0.7301997011275642)	(4.0, 0.5162342073087895)	(5.0, 0.4415160983562016)	(6.0, 0.380383100122266)	(7.0, 0.3011366209301273)	(8.0, 0.2762305846125979)	(9.0, 0.18849341122130145)	('>10', 3.568355748766019)	('>50', 1.261151111714894)	('>100', 4.145722954308744)	('>500', 1.7179504596295792)	('>1k', 18.774056966897614)	('>5k', 15.725331703120046)	('>10k+', 44.71199565276457)
