S_S2_Bs_063_1	NADH-DEHYDROG-A-RXN
S_S2_Bs_063_673	RXN-9662
S_S2_Bs_063_673	RXN-9663
S_S2_Bs_063_673	RXN-9660
S_S2_Bs_063_673	RXN-9661
S_S2_Bs_063_673	RXN1G-915
S_S2_Bs_063_673	RXN-10661
S_S2_Bs_063_673	RXN-16620
S_S2_Bs_063_673	RXN1G-210
S_S2_Bs_063_673	1.3.1.9-RXN
S_S2_Bs_063_673	RXN0-2145
S_S2_Bs_063_673	RXN1G-679
S_S2_Bs_063_673	RXN1G-468
S_S2_Bs_063_673	RXN-16632
S_S2_Bs_063_673	RXN1G-285
S_S2_Bs_063_673	RXN-11478
S_S2_Bs_063_673	RXN1G-1057
S_S2_Bs_063_673	RXN-9635
S_S2_Bs_063_674	GTP-CYCLOHYDRO-I-RXN
S_S2_Bs_063_675	GTP-CYCLOHYDRO-I-RXN
S_S2_Bs_063_676	GLUTRNAREDUCT-RXN
S_S2_Bs_063_677	OHMETHYLBILANESYN-RXN
S_S2_Bs_063_679	DIHYDROXYMETVALDEHYDRAT-RXN
S_S2_Bs_063_679	DIHYDROXYISOVALDEHYDRAT-RXN
S_S2_Bs_063_680	ATPPHOSPHORIBOSYLTRANS-RXN
S_S2_Bs_063_681	3.4.11.9-RXN
S_S2_Bs_063_682	PHOSPHASERDECARB-RXN
S_S2_Bs_063_683	RXN-13997
S_S2_Bs_063_684	RXN-13997
S_S2_Bs_063_685	RXN-14950
S_S2_Bs_063_685	RXN-14957
S_S2_Bs_063_685	RXN-14959
S_S2_Bs_063_685	RXN0-949
S_S2_Bs_063_686	UROGENIIISYN-RXN
S_S2_Bs_063_687	UROGENIIISYN-RXN
S_S2_Bs_063_688	UROGENIIISYN-RXN
S_S2_Bs_063_689	ABC-2-RXN
S_S2_Bs_063_689	ABC-28-RXN
S_S2_Bs_063_689	3.6.3.17-RXN
S_S2_Bs_063_689	ABC-33-RXN
S_S2_Bs_063_689	ABC-18-RXN
S_S2_Bs_063_690	ABC-2-RXN
S_S2_Bs_063_690	ABC-28-RXN
S_S2_Bs_063_690	3.6.3.17-RXN
S_S2_Bs_063_690	ABC-33-RXN
S_S2_Bs_063_690	ABC-18-RXN
S_S2_Bs_063_691	RXN-13600
S_S2_Bs_063_691	RXN-13602
S_S2_Bs_063_691	RXN-13603
S_S2_Bs_063_691	RXN-9674
S_S2_Bs_063_691	3.2.1.21-RXN
S_S2_Bs_063_691	RXN-10773
S_S2_Bs_063_691	RXN-10769
S_S2_Bs_063_691	RXN-14179
S_S2_Bs_063_691	RXN-5341
S_S2_Bs_063_691	RXN-8036
S_S2_Bs_063_692	RXN-13600
S_S2_Bs_063_692	RXN-13602
S_S2_Bs_063_692	RXN-13603
S_S2_Bs_063_692	RXN-9674
S_S2_Bs_063_692	3.2.1.21-RXN
S_S2_Bs_063_692	RXN-10773
S_S2_Bs_063_692	RXN-10769
S_S2_Bs_063_692	RXN-14179
S_S2_Bs_063_692	RXN-5341
S_S2_Bs_063_692	RXN-8036
S_S2_Bs_063_693	RXN0-5297
S_S2_Bs_063_693	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S2_Bs_063_693	RXN0-5295
S_S2_Bs_063_693	RXN0-6994
S_S2_Bs_063_693	RXN0-7002
S_S2_Bs_063_694	RXN0-5297
S_S2_Bs_063_694	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S2_Bs_063_694	RXN0-5295
S_S2_Bs_063_694	RXN0-6994
S_S2_Bs_063_694	RXN0-7002
S_S2_Bs_063_695	RXN0-5297
S_S2_Bs_063_695	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S2_Bs_063_695	RXN0-5295
S_S2_Bs_063_695	RXN0-6994
S_S2_Bs_063_695	RXN0-7002
S_S2_Bs_063_696	RXN0-5297
S_S2_Bs_063_696	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S2_Bs_063_696	RXN0-5295
S_S2_Bs_063_696	RXN0-6994
S_S2_Bs_063_696	RXN0-7002
S_S2_Bs_063_697	RXN0-5297
S_S2_Bs_063_697	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S2_Bs_063_697	RXN0-5295
S_S2_Bs_063_697	RXN0-6994
S_S2_Bs_063_697	RXN0-7002
S_S2_Bs_063_698	RXN0-5297
S_S2_Bs_063_698	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S2_Bs_063_698	RXN0-5295
S_S2_Bs_063_698	RXN0-6994
S_S2_Bs_063_698	RXN0-7002
S_S2_Bs_063_699	RXN-14160
S_S2_Bs_063_699	RXN-14073
S_S2_Bs_063_699	GLYCPDIESTER-RXN
S_S2_Bs_063_699	RXN-14136
S_S2_Bs_063_700	RXN-14160
S_S2_Bs_063_700	RXN-14073
S_S2_Bs_063_700	GLYCPDIESTER-RXN
S_S2_Bs_063_700	RXN-14136
S_S2_Bs_063_701	RXN-14160
S_S2_Bs_063_701	RXN-14073
S_S2_Bs_063_701	GLYCPDIESTER-RXN
S_S2_Bs_063_701	RXN-14136
S_S2_Bs_063_702	RIBOKIN-RXN
S_S2_Bs_063_702	RXN-14223
S_S2_Bs_063_703	GLYOXI-RXN
S_S2_Bs_063_704	GLYOXI-RXN
S_S2_Bs_063_705	GLYOXI-RXN
S_S2_Bs_063_708	DEOXYADENPHOSPHOR-RXN
S_S2_Bs_063_708	RXN-7001
S_S2_Bs_063_708	RXN-14029
S_S2_Bs_063_708	XANTHOSINEPHOSPHORY-RXN
S_S2_Bs_063_708	RXN-11715
S_S2_Bs_063_708	RXN-11743
S_S2_Bs_063_708	INOPHOSPHOR-RXN
S_S2_Bs_063_708	PNP-RXN
S_S2_Bs_063_708	DEOXYGUANPHOSPHOR-RXN
S_S2_Bs_063_708	ADENPHOSPHOR-RXN
S_S2_Bs_063_708	DEOXYINOPHOSPHOR-RXN
S_S2_Bs_063_708	RXN0-5199
S_S2_Bs_063_709	DEOXYADENPHOSPHOR-RXN
S_S2_Bs_063_709	RXN-7001
S_S2_Bs_063_709	RXN-14029
S_S2_Bs_063_709	XANTHOSINEPHOSPHORY-RXN
S_S2_Bs_063_709	RXN-11715
S_S2_Bs_063_709	RXN-11743
S_S2_Bs_063_709	INOPHOSPHOR-RXN
S_S2_Bs_063_709	PNP-RXN
S_S2_Bs_063_709	DEOXYGUANPHOSPHOR-RXN
S_S2_Bs_063_709	ADENPHOSPHOR-RXN
S_S2_Bs_063_709	DEOXYINOPHOSPHOR-RXN
S_S2_Bs_063_709	RXN0-5199
S_S2_Bs_063_710	DEOXYRIBOSE-P-ALD-RXN
S_S2_Bs_063_711	RXN-11146
S_S2_Bs_063_712	RXN-11146
S_S2_Bs_063_713	RXN-11146
S_S2_Bs_063_714	3.2.1.10-RXN
S_S2_Bs_063_715	3.2.1.10-RXN
S_S2_Bs_063_716	3.2.1.10-RXN
S_S2_Bs_063_717	GDPPYPHOSKIN-RXN
S_S2_Bs_063_717	GTPPYPHOSKIN-RXN
S_S2_Bs_063_718	GDPPYPHOSKIN-RXN
S_S2_Bs_063_718	GTPPYPHOSKIN-RXN
S_S2_Bs_063_719	GDPPYPHOSKIN-RXN
S_S2_Bs_063_719	GTPPYPHOSKIN-RXN
S_S2_Bs_063_720	6PGLUCONOLACT-RXN
S_S2_Bs_063_721	SUCCDIAMINOPIMDESUCC-RXN
S_S2_Bs_063_722	SUCCDIAMINOPIMDESUCC-RXN
S_S2_Bs_063_723	3.2.1.37-RXN
S_S2_Bs_063_724	RXN-12174
S_S2_Bs_063_725	RXN-12174
S_S2_Bs_063_726	RXN-7682
S_S2_Bs_063_726	RXN0-901
S_S2_Bs_063_727	RXN-7682
S_S2_Bs_063_727	RXN0-901
S_S2_Bs_063_728	RXN-7682
S_S2_Bs_063_728	RXN0-901
S_S2_Bs_063_729	RXN-7682
S_S2_Bs_063_729	RXN0-901
S_S2_Bs_063_730	RXN-7682
S_S2_Bs_063_730	RXN0-901
S_S2_Bs_063_731	SIROHEME-FERROCHELAT-RXN
S_S2_Bs_063_732	SIROHEME-FERROCHELAT-RXN
S_S2_Bs_063_733	DIMETHUROPORDEHYDROG-RXN
S_S2_Bs_063_734	RXN-15127
S_S2_Bs_063_735	CHEBDEAMID-RXN
S_S2_Bs_063_736	CHEBDEAMID-RXN
S_S2_Bs_063_737	XYLULOKIN-RXN
S_S2_Bs_063_738	3.4.13.9-RXN
S_S2_Bs_063_739	3.4.13.9-RXN
S_S2_Bs_063_740	3.4.13.9-RXN
S_S2_Bs_063_741	ALTRODEHYDRAT-RXN
S_S2_Bs_063_742	ALTRODEHYDRAT-RXN
S_S2_Bs_063_743	OROTATE-REDUCTASE-NADH-RXN
S_S2_Bs_063_744	3.2.1.55-RXN
S_S2_Bs_063_745	3.2.1.55-RXN
S_S2_Bs_063_746	3.2.1.55-RXN
S_S2_Bs_063_747	DTDPDEHYDRHAMEPIM-RXN
S_S2_Bs_063_748	BETA-PHOSPHOGLUCOMUTASE-RXN
S_S2_Bs_063_752	RXN0-2605
S_S2_Bs_063_753	RXN-7644
S_S2_Bs_063_753	L-IDITOL-2-DEHYDROGENASE-RXN
S_S2_Bs_063_754	L-GLN-FRUCT-6-P-AMINOTRANS-RXN
S_S2_Bs_063_755	3.6.3.3-RXN
S_S2_Bs_063_756	3.6.3.3-RXN
S_S2_Bs_063_757	CYTIDEAM2-RXN
S_S2_Bs_063_757	CYTIDEAM-RXN
S_S2_Bs_063_758	RHAMNULOKIN-RXN
S_S2_Bs_063_759	RHAMNULOKIN-RXN
S_S2_Bs_063_760	RXN0-5205
S_S2_Bs_063_761	RXN0-5205
S_S2_Bs_063_762	RIBULPEPIM-RXN
S_S2_Bs_063_763	GLYCEROL-KIN-RXN
S_S2_Bs_063_764	5.4.2.10-RXN
S_S2_Bs_063_765	3.6.3.40-RXN
S_S2_Bs_063_766	ADENINE-DEAMINASE-RXN
S_S2_Bs_063_767	ADENINE-DEAMINASE-RXN
S_S2_Bs_063_768	RXN-15261
S_S2_Bs_063_768	GUANINE-DEAMINASE-RXN
S_S2_Bs_063_769	PHOSPHATE-BUTYRYLTRANSFERASE-RXN
S_S2_Bs_063_770	3.4.21.107-RXN
S_S2_Bs_063_771	3.4.21.107-RXN
S_S2_Bs_063_772	3.4.21.107-RXN
S_S2_Bs_063_773	BUTYRATE-KINASE-RXN
S_S2_Bs_063_774	RIB5PISOM-RXN
S_S2_Bs_063_775	RXN-1461
S_S2_Bs_063_775	RXN-9985
S_S2_Bs_063_776	TRE6PHYDRO-RXN
S_S2_Bs_063_777	DEPHOSPHOCOAKIN-RXN
S_S2_Bs_063_778	3.2.2.21-RXN
S_S2_Bs_063_779	3.2.2.21-RXN
S_S2_Bs_063_780	3.2.2.21-RXN
S_S2_Bs_063_781	BTUR2-RXN
S_S2_Bs_063_781	COBALADENOSYLTRANS-RXN
S_S2_Bs_063_781	R344-RXN
S_S2_Bs_063_782	L-LACTATE-DEHYDROGENASE-RXN
S_S2_Bs_063_783	L-LACTATE-DEHYDROGENASE-RXN
S_S2_Bs_063_784	URIDINEKIN-RXN
S_S2_Bs_063_784	CYTIKIN-RXN
S_S2_Bs_063_784	URKI-RXN
S_S2_Bs_063_784	CYTIDINEKIN-RXN
S_S2_Bs_063_785	3.1.26.11-RXN
S_S2_Bs_063_786	3.1.26.11-RXN
S_S2_Bs_063_787	RXN0-6254
S_S2_Bs_063_788	KDPGALDOL-RXN
S_S2_Bs_063_789	CHER-RXN
S_S2_Bs_063_790	DEOXYGLUCONOKIN-RXN
S_S2_Bs_063_791	MCPMETEST-RXN
S_S2_Bs_063_793	RXN0-4641
S_S2_Bs_063_794	PNKIN-RXN
S_S2_Bs_063_794	PYRAMKIN-RXN
S_S2_Bs_063_794	PYRIDOXKIN-RXN
S_S2_Bs_063_795	MANNONDEHYDRAT-RXN
S_S2_Bs_063_796	5.3.1.23-RXN
S_S2_Bs_063_797	ACETYL-COA-CARBOXYLTRANSFER-RXN
S_S2_Bs_063_797	RXN0-5055
S_S2_Bs_063_798	ACETYL-COA-CARBOXYLTRANSFER-RXN
S_S2_Bs_063_798	RXN0-5055
S_S2_Bs_063_799	ACETYL-COA-CARBOXYLTRANSFER-RXN
S_S2_Bs_063_799	RXN0-5055
S_S2_Bs_063_800	ACETYL-COA-CARBOXYLTRANSFER-RXN
S_S2_Bs_063_800	RXN0-5055
S_S2_Bs_063_801	RXN-8953
S_S2_Bs_063_802	2.3.1.128-RXN
S_S2_Bs_063_803	2.3.1.128-RXN
S_S2_Bs_063_804	2.3.1.128-RXN
S_S2_Bs_063_805	2.3.1.128-RXN
S_S2_Bs_063_806	2.3.1.128-RXN
S_S2_Bs_063_807	GLUC1PADENYLTRANS-RXN
S_S2_Bs_063_808	GLUC1PADENYLTRANS-RXN
S_S2_Bs_063_809	METHGLYSYN-RXN
S_S2_Bs_063_810	1.1.1.39-RXN
S_S2_Bs_063_810	OXALODECARB-RXN
S_S2_Bs_063_811	1.1.1.39-RXN
S_S2_Bs_063_811	OXALODECARB-RXN
S_S2_Bs_063_812	1.1.1.39-RXN
S_S2_Bs_063_812	OXALODECARB-RXN
S_S2_Bs_063_813	1.1.1.39-RXN
S_S2_Bs_063_813	OXALODECARB-RXN
S_S2_Bs_063_814	RXN0-5228
S_S2_Bs_063_815	CYCLOMALTODEXTRINASE-RXN
S_S2_Bs_063_816	3.2.1.135-RXN
S_S2_Bs_063_817	3.2.1.133-RXN
S_S2_Bs_063_818	4-NITROPHENYLPHOSPHATASE-RXN
S_S2_Bs_063_822	MALTOSE-6-PHOSPHATE-GLUCOSIDASE-RXN
S_S2_Bs_063_823	RXN0-5224
S_S2_Bs_063_823	CARBODEHYDRAT-RXN
S_S2_Bs_063_824	RXN0-5224
S_S2_Bs_063_824	CARBODEHYDRAT-RXN
S_S2_Bs_063_825	RXN-8348
S_S2_Bs_063_827	UDP-NACMUR-ALA-LIG-RXN
S_S2_Bs_063_828	NICOTINATEPRIBOSYLTRANS-RXN
S_S2_Bs_063_830	RXN-14338
S_S2_Bs_063_831	RXN-14338
S_S2_Bs_063_832	RXN-14338
S_S2_Bs_063_837	XANPRIBOSYLTRAN-RXN
S_S2_Bs_063_838	RXN-12302
S_S2_Bs_063_838	RXN-1824
S_S2_Bs_063_839	5-METHYLTHIORIBOSE-KINASE-RXN
S_S2_Bs_063_840	3.2.1.8-RXN
S_S2_Bs_063_841	5.3.1.17-RXN
S_S2_Bs_063_842	NQOR-RXN
S_S2_Bs_063_842	RXN-12303
S_S2_Bs_063_847	UDPSUGARHYDRO-RXN
S_S2_Bs_063_848	RXN-14064
S_S2_Bs_063_848	CYCPHOSDIESTER-RXN
S_S2_Bs_063_848	RXN-14091
S_S2_Bs_063_848	RXN-14113
S_S2_Bs_063_848	RXN-14112
S_S2_Bs_063_849	RXN-14064
S_S2_Bs_063_849	CYCPHOSDIESTER-RXN
S_S2_Bs_063_849	RXN-14091
S_S2_Bs_063_849	RXN-14113
S_S2_Bs_063_849	RXN-14112
S_S2_Bs_063_850	RXN-14124
S_S2_Bs_063_850	RXN-14126
S_S2_Bs_063_850	3-NUCLEOTID-RXN
S_S2_Bs_063_850	RXN-14090
S_S2_Bs_063_850	RXN-14115
S_S2_Bs_063_851	RXN-14124
S_S2_Bs_063_851	RXN-14126
S_S2_Bs_063_851	3-NUCLEOTID-RXN
S_S2_Bs_063_851	RXN-14090
S_S2_Bs_063_851	RXN-14115
S_S2_Bs_063_852	RXN-15275
S_S2_Bs_063_852	3.4.17.14-RXN
S_S2_Bs_063_853	TRANS-RXN-250
S_S2_Bs_063_853	3.6.3.2-RXN
S_S2_Bs_063_858	TRANS-HEXAPRENYLTRANSTRANSFERASE-RXN
S_S2_Bs_063_859	TRANS-HEXAPRENYLTRANSTRANSFERASE-RXN
S_S2_Bs_063_860	DUTP-PYROP-RXN
S_S2_Bs_063_861	3.2.1.136-RXN
S_S2_Bs_063_861	RXN-12344
S_S2_Bs_063_863	RXN-11051
S_S2_Bs_063_866	FLAVONADPREDUCT-RXN
S_S2_Bs_063_866	1.18.1.2-RXN
S_S2_Bs_063_867	FLAVONADPREDUCT-RXN
S_S2_Bs_063_867	1.18.1.2-RXN
S_S2_Bs_063_868	BUTYRYL-COA-DEHYDROGENASE-RXN
S_S2_Bs_063_868	RXN-13449
S_S2_Bs_063_869	BUTYRYL-COA-DEHYDROGENASE-RXN
S_S2_Bs_063_869	RXN-13449
S_S2_Bs_063_870	RXN-13290
S_S2_Bs_063_870	RXN-16389
S_S2_Bs_063_870	RXN-9673
S_S2_Bs_063_870	ACYLCOASYN-RXN
S_S2_Bs_063_870	RXN-12184
S_S2_Bs_063_870	RXN-16380
S_S2_Bs_063_870	R223-RXN
S_S2_Bs_063_870	LINOLENOYL-RXN
S_S2_Bs_063_870	RXN66-469
S_S2_Bs_063_870	RXN-16401
S_S2_Bs_063_870	RXN-16402
S_S2_Bs_063_870	RXN66-483
S_S2_Bs_063_870	RXN66-480
S_S2_Bs_063_870	RXN66-484
S_S2_Bs_063_870	RXN-9623
S_S2_Bs_063_870	RXN-9644
S_S2_Bs_063_870	RXN-16393
S_S2_Bs_063_870	RXN-13614
S_S2_Bs_063_870	RXN-7904
S_S2_Bs_063_870	RXN-12978
S_S2_Bs_063_870	RXN66-477
S_S2_Bs_063_870	RXN-16418
S_S2_Bs_063_870	RXN-16415
S_S2_Bs_063_871	RXN-13290
S_S2_Bs_063_871	RXN-16389
S_S2_Bs_063_871	RXN-9673
S_S2_Bs_063_871	ACYLCOASYN-RXN
S_S2_Bs_063_871	RXN-12184
S_S2_Bs_063_871	RXN-16380
S_S2_Bs_063_871	R223-RXN
S_S2_Bs_063_871	LINOLENOYL-RXN
S_S2_Bs_063_871	RXN66-469
S_S2_Bs_063_871	RXN-16401
S_S2_Bs_063_871	RXN-16402
S_S2_Bs_063_871	RXN66-483
S_S2_Bs_063_871	RXN66-480
S_S2_Bs_063_871	RXN66-484
S_S2_Bs_063_871	RXN-9623
S_S2_Bs_063_871	RXN-9644
S_S2_Bs_063_871	RXN-16393
S_S2_Bs_063_871	RXN-13614
S_S2_Bs_063_871	RXN-7904
S_S2_Bs_063_871	RXN-12978
S_S2_Bs_063_871	RXN66-477
S_S2_Bs_063_871	RXN-16418
S_S2_Bs_063_871	RXN-16415
S_S2_Bs_063_872	RXN-13290
S_S2_Bs_063_872	RXN-16389
S_S2_Bs_063_872	RXN-9673
S_S2_Bs_063_872	ACYLCOASYN-RXN
S_S2_Bs_063_872	RXN-12184
S_S2_Bs_063_872	RXN-16380
S_S2_Bs_063_872	R223-RXN
S_S2_Bs_063_872	LINOLENOYL-RXN
S_S2_Bs_063_872	RXN66-469
S_S2_Bs_063_872	RXN-16401
S_S2_Bs_063_872	RXN-16402
S_S2_Bs_063_872	RXN66-483
S_S2_Bs_063_872	RXN66-480
S_S2_Bs_063_872	RXN66-484
S_S2_Bs_063_872	RXN-9623
S_S2_Bs_063_872	RXN-9644
S_S2_Bs_063_872	RXN-16393
S_S2_Bs_063_872	RXN-13614
S_S2_Bs_063_872	RXN-7904
S_S2_Bs_063_872	RXN-12978
S_S2_Bs_063_872	RXN66-477
S_S2_Bs_063_872	RXN-16418
S_S2_Bs_063_872	RXN-16415
S_S2_Bs_063_873	RXN-12173
S_S2_Bs_063_874	RXN-12173
S_S2_Bs_063_875	GLYOHMETRANS-RXN
S_S2_Bs_063_876	UDPNACETYLMURAMATEDEHYDROG-RXN
S_S2_Bs_063_877	ALTRO-OXIDOREDUCT-RXN
S_S2_Bs_063_878	RXN-15138
S_S2_Bs_063_878	2-HALOACID-DEHALOGENASE-RXN
S_S2_Bs_063_879	RXN-15138
S_S2_Bs_063_879	2-HALOACID-DEHALOGENASE-RXN
S_S2_Bs_063_880	RIBOSYLHOMOCYSTEINASE-RXN
S_S2_Bs_063_881	RXN0-5260
S_S2_Bs_063_881	RXN-15740
S_S2_Bs_063_881	RXN-15745
S_S2_Bs_063_882	PPENTOMUT-RXN
S_S2_Bs_063_882	D-PPENTOMUT-RXN
S_S2_Bs_063_883	RXN-14148
S_S2_Bs_063_884	RXN-14148
S_S2_Bs_063_885	RXN-14148
S_S2_Bs_063_886	RXN-14148
S_S2_Bs_063_887	MYO-INOSITOL-2-DEHYDROGENASE-RXN
S_S2_Bs_063_888	MYO-INOSITOL-2-DEHYDROGENASE-RXN
S_S2_Bs_063_889	MYO-INOSITOL-2-DEHYDROGENASE-RXN
S_S2_Bs_063_890	MYO-INOSITOL-2-DEHYDROGENASE-RXN
S_S2_Bs_063_891	GLU6PDEHYDROG-RXN
S_S2_Bs_063_893	RXN-9952
S_S2_Bs_063_894	RXN-9952
S_S2_Bs_063_895	RXN-9952
S_S2_Bs_063_896	6.1.1.24-RXN
S_S2_Bs_063_897	ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN
S_S2_Bs_063_898	BIOTIN-CARBOXYL-RXN
S_S2_Bs_063_899	BIOTIN-CARBOXYL-RXN
S_S2_Bs_063_900	ASPARTATE-RACEMASE-RXN
S_S2_Bs_063_901	3.2.2.23-RXN
S_S2_Bs_063_902	TRANSALDOL-RXN
S_S2_Bs_063_903	RXN-7933
S_S2_Bs_063_903	ACETYLORNDEACET-RXN
S_S2_Bs_063_906	CHOLOYLGLYCINE-HYDROLASE-RXN
S_S2_Bs_063_907	RXN-12480
S_S2_Bs_063_908	RXN-3341
S_S2_Bs_063_909	RXN-3341
S_S2_Bs_063_910	RXN-3341
S_S2_Bs_063_911	3.4.21.105-RXN
S_S2_Bs_063_912	GKI-RXN
S_S2_Bs_063_913	RHAMNISOM-RXN
S_S2_Bs_063_914	RXN0-5306
S_S2_Bs_063_915	ASPARAGHYD-RXN
S_S2_Bs_063_916	ASPARAGHYD-RXN
S_S2_Bs_063_917	PYROGLUTAMYL-PEPTIDASE-I-RXN
S_S2_Bs_063_918	TRNA-S-TRANSFERASE-RXN
S_S2_Bs_063_919	RXN-14531
S_S2_Bs_063_920	PEPCARBOXYKIN-RXN
S_S2_Bs_063_921	RXN-13854
S_S2_Bs_063_922	RXN-13854
S_S2_Bs_063_923	RXN-13854
S_S2_Bs_063_924	ASNSYNB-RXN
S_S2_Bs_063_925	ASNSYNB-RXN
S_S2_Bs_063_926	THRESYN-RXN
S_S2_Bs_063_927	PEPSYNTH-RXN
S_S2_Bs_063_928	PEPSYNTH-RXN
S_S2_Bs_063_929	3.4.21.88-RXN
S_S2_Bs_063_930	3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN
S_S2_Bs_063_931	HISTPRATPHYD-RXN
S_S2_Bs_063_932	UROGENDECARBOX-RXN
S_S2_Bs_063_932	RXN-10642
S_S2_Bs_063_933	LYSOPHOSPHOLIPASE-RXN
S_S2_Bs_063_933	RXN-15035
S_S2_Bs_063_934	3.4.19.11-RXN
S_S2_Bs_063_935	RXN-15117
S_S2_Bs_063_935	RXN-15118
S_S2_Bs_063_936	RXN-15117
S_S2_Bs_063_936	RXN-15118
S_S2_Bs_063_937	F16BDEPHOS-RXN
S_S2_Bs_063_938	F16BDEPHOS-RXN
S_S2_Bs_063_939	PSERTRANSAMPYR-RXN
S_S2_Bs_063_939	PSERTRANSAM-RXN
S_S2_Bs_063_940	GLUTRACE-RXN
S_S2_Bs_063_941	GLUTRACE-RXN
S_S2_Bs_063_942	CDP-GLUCOSE-46-DEHYDRATASE-RXN
S_S2_Bs_063_943	2.7.7.33-RXN
S_S2_Bs_063_944	RXN0-6515
S_S2_Bs_063_945	THIAMIN-PYROPHOSPHOKINASE-RXN
S_S2_Bs_063_946	3.4.17.19-RXN
S_S2_Bs_063_947	URA-PHOSPH-RXN
S_S2_Bs_063_947	URPHOS-RXN
S_S2_Bs_063_947	THYM-PHOSPH-RXN
S_S2_Bs_063_948	RXN-12472
S_S2_Bs_063_950	GALACTURIDYLYLTRANS-RXN
S_S2_Bs_063_952	RXN-9238
S_S2_Bs_063_952	RXN-9231
S_S2_Bs_063_952	RXN-15309
S_S2_Bs_063_952	3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN
S_S2_Bs_063_952	RXN-9223
S_S2_Bs_063_953	GLYCOGENSYN-RXN
S_S2_Bs_063_954	RXN-2043
S_S2_Bs_063_955	RXN-2043
S_S2_Bs_063_956	3.4.21.53-RXN
S_S2_Bs_063_957	3.4.21.53-RXN
S_S2_Bs_063_958	TRNA-CYTIDYLYLTRANSFERASE-RXN
S_S2_Bs_063_959	RXN-12444
S_S2_Bs_063_960	HOMSUCTRAN-RXN
S_S2_Bs_063_961	ARABISOM-RXN
S_S2_Bs_063_962	GLUTAMATE-SYNTHASE-FERREDOXIN-RXN
S_S2_Bs_063_963	GLUTAMATE-SYNTHASE-FERREDOXIN-RXN
S_S2_Bs_063_964	1PFRUCTPHOSN-RXN
S_S2_Bs_063_965	RXN0-5227
S_S2_Bs_063_965	RXN-16664
S_S2_Bs_063_965	3.4.17.13-RXN
S_S2_Bs_063_966	RXN0-5227
S_S2_Bs_063_966	RXN-16664
S_S2_Bs_063_966	3.4.17.13-RXN
S_S2_Bs_063_967	SUCCSEMIALDDEHYDROG-RXN
S_S2_Bs_063_968	RXN-14280
S_S2_Bs_063_968	ALDHDEHYDROG-RXN
S_S2_Bs_063_968	RXN-9758
S_S2_Bs_063_968	RXN-14225
S_S2_Bs_063_968	RXN-14224
S_S2_Bs_063_968	RXN-10089
S_S2_Bs_063_968	R222-RXN
S_S2_Bs_063_968	RXN-37
S_S2_Bs_063_968	RXN66-3
S_S2_Bs_063_968	RXN-15819
S_S2_Bs_063_968	RXN-15855
S_S2_Bs_063_968	RXN6666-5
S_S2_Bs_063_968	RXN-3443
S_S2_Bs_063_968	RXN-10780
S_S2_Bs_063_968	RXN-4142
S_S2_Bs_063_968	RXN-10912
S_S2_Bs_063_968	RXN-10917
S_S2_Bs_063_968	RXN-10715
S_S2_Bs_063_968	RXN66-479
S_S2_Bs_063_968	RXN66-472
S_S2_Bs_063_968	RXN66-476
S_S2_Bs_063_968	RXN-16654
S_S2_Bs_063_968	RXN-16655
S_S2_Bs_063_968	RXN-16656
S_S2_Bs_063_968	RXN-16653
S_S2_Bs_063_968	RXN-15822
S_S2_Bs_063_969	RXN-14280
S_S2_Bs_063_969	ALDHDEHYDROG-RXN
S_S2_Bs_063_969	RXN-9758
S_S2_Bs_063_969	RXN-14225
S_S2_Bs_063_969	RXN-14224
S_S2_Bs_063_969	RXN-10089
S_S2_Bs_063_969	R222-RXN
S_S2_Bs_063_969	RXN-37
S_S2_Bs_063_969	RXN66-3
S_S2_Bs_063_969	RXN-15819
S_S2_Bs_063_969	RXN-15855
S_S2_Bs_063_969	RXN6666-5
S_S2_Bs_063_969	RXN-3443
S_S2_Bs_063_969	RXN-10780
S_S2_Bs_063_969	RXN-4142
S_S2_Bs_063_969	RXN-10912
S_S2_Bs_063_969	RXN-10917
S_S2_Bs_063_969	RXN-10715
S_S2_Bs_063_969	RXN66-479
S_S2_Bs_063_969	RXN66-472
S_S2_Bs_063_969	RXN66-476
S_S2_Bs_063_969	RXN-16654
S_S2_Bs_063_969	RXN-16655
S_S2_Bs_063_969	RXN-16656
S_S2_Bs_063_969	RXN-16653
S_S2_Bs_063_969	RXN-15822
S_S2_Bs_063_970	RXN-14280
S_S2_Bs_063_970	ALDHDEHYDROG-RXN
S_S2_Bs_063_970	RXN-9758
S_S2_Bs_063_970	RXN-14225
S_S2_Bs_063_970	RXN-14224
S_S2_Bs_063_970	RXN-10089
S_S2_Bs_063_970	R222-RXN
S_S2_Bs_063_970	RXN-37
S_S2_Bs_063_970	RXN66-3
S_S2_Bs_063_970	RXN-15819
S_S2_Bs_063_970	RXN-15855
S_S2_Bs_063_970	RXN6666-5
S_S2_Bs_063_970	RXN-3443
