S_S5_Ea_103_1	NADH-DEHYDROG-A-RXN
S_S5_Ea_103_608	3.4.11.9-RXN
S_S5_Ea_103_609	RXN-13997
S_S5_Ea_103_610	UROGENIIISYN-RXN
S_S5_Ea_103_611	UROGENIIISYN-RXN
S_S5_Ea_103_612	ABC-2-RXN
S_S5_Ea_103_612	ABC-28-RXN
S_S5_Ea_103_612	3.6.3.17-RXN
S_S5_Ea_103_612	ABC-33-RXN
S_S5_Ea_103_612	ABC-18-RXN
S_S5_Ea_103_613	ABC-2-RXN
S_S5_Ea_103_613	ABC-28-RXN
S_S5_Ea_103_613	3.6.3.17-RXN
S_S5_Ea_103_613	ABC-33-RXN
S_S5_Ea_103_613	ABC-18-RXN
S_S5_Ea_103_614	ABC-2-RXN
S_S5_Ea_103_614	ABC-28-RXN
S_S5_Ea_103_614	3.6.3.17-RXN
S_S5_Ea_103_614	ABC-33-RXN
S_S5_Ea_103_614	ABC-18-RXN
S_S5_Ea_103_615	RXN-13600
S_S5_Ea_103_615	RXN-13602
S_S5_Ea_103_615	RXN-13603
S_S5_Ea_103_615	RXN-9674
S_S5_Ea_103_615	3.2.1.21-RXN
S_S5_Ea_103_615	RXN-10773
S_S5_Ea_103_615	RXN-10769
S_S5_Ea_103_615	RXN-14179
S_S5_Ea_103_615	RXN-5341
S_S5_Ea_103_615	RXN-8036
S_S5_Ea_103_616	RXN-13600
S_S5_Ea_103_616	RXN-13602
S_S5_Ea_103_616	RXN-13603
S_S5_Ea_103_616	RXN-9674
S_S5_Ea_103_616	3.2.1.21-RXN
S_S5_Ea_103_616	RXN-10773
S_S5_Ea_103_616	RXN-10769
S_S5_Ea_103_616	RXN-14179
S_S5_Ea_103_616	RXN-5341
S_S5_Ea_103_616	RXN-8036
S_S5_Ea_103_617	RXN-13600
S_S5_Ea_103_617	RXN-13602
S_S5_Ea_103_617	RXN-13603
S_S5_Ea_103_617	RXN-9674
S_S5_Ea_103_617	3.2.1.21-RXN
S_S5_Ea_103_617	RXN-10773
S_S5_Ea_103_617	RXN-10769
S_S5_Ea_103_617	RXN-14179
S_S5_Ea_103_617	RXN-5341
S_S5_Ea_103_617	RXN-8036
S_S5_Ea_103_618	RXN-13600
S_S5_Ea_103_618	RXN-13602
S_S5_Ea_103_618	RXN-13603
S_S5_Ea_103_618	RXN-9674
S_S5_Ea_103_618	3.2.1.21-RXN
S_S5_Ea_103_618	RXN-10773
S_S5_Ea_103_618	RXN-10769
S_S5_Ea_103_618	RXN-14179
S_S5_Ea_103_618	RXN-5341
S_S5_Ea_103_618	RXN-8036
S_S5_Ea_103_619	RXN-13600
S_S5_Ea_103_619	RXN-13602
S_S5_Ea_103_619	RXN-13603
S_S5_Ea_103_619	RXN-9674
S_S5_Ea_103_619	3.2.1.21-RXN
S_S5_Ea_103_619	RXN-10773
S_S5_Ea_103_619	RXN-10769
S_S5_Ea_103_619	RXN-14179
S_S5_Ea_103_619	RXN-5341
S_S5_Ea_103_619	RXN-8036
S_S5_Ea_103_620	RXN-13600
S_S5_Ea_103_620	RXN-13602
S_S5_Ea_103_620	RXN-13603
S_S5_Ea_103_620	RXN-9674
S_S5_Ea_103_620	3.2.1.21-RXN
S_S5_Ea_103_620	RXN-10773
S_S5_Ea_103_620	RXN-10769
S_S5_Ea_103_620	RXN-14179
S_S5_Ea_103_620	RXN-5341
S_S5_Ea_103_620	RXN-8036
S_S5_Ea_103_621	RXN-13600
S_S5_Ea_103_621	RXN-13602
S_S5_Ea_103_621	RXN-13603
S_S5_Ea_103_621	RXN-9674
S_S5_Ea_103_621	3.2.1.21-RXN
S_S5_Ea_103_621	RXN-10773
S_S5_Ea_103_621	RXN-10769
S_S5_Ea_103_621	RXN-14179
S_S5_Ea_103_621	RXN-5341
S_S5_Ea_103_621	RXN-8036
S_S5_Ea_103_622	RXN0-5297
S_S5_Ea_103_622	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S5_Ea_103_622	RXN0-5295
S_S5_Ea_103_622	RXN0-6994
S_S5_Ea_103_622	RXN0-7002
S_S5_Ea_103_623	RXN0-5297
S_S5_Ea_103_623	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S5_Ea_103_623	RXN0-5295
S_S5_Ea_103_623	RXN0-6994
S_S5_Ea_103_623	RXN0-7002
S_S5_Ea_103_624	RXN0-5297
S_S5_Ea_103_624	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S5_Ea_103_624	RXN0-5295
S_S5_Ea_103_624	RXN0-6994
S_S5_Ea_103_624	RXN0-7002
S_S5_Ea_103_625	RXN0-5297
S_S5_Ea_103_625	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S5_Ea_103_625	RXN0-5295
S_S5_Ea_103_625	RXN0-6994
S_S5_Ea_103_625	RXN0-7002
S_S5_Ea_103_626	RXN0-5297
S_S5_Ea_103_626	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S5_Ea_103_626	RXN0-5295
S_S5_Ea_103_626	RXN0-6994
S_S5_Ea_103_626	RXN0-7002
S_S5_Ea_103_627	RXN0-5297
S_S5_Ea_103_627	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S5_Ea_103_627	RXN0-5295
S_S5_Ea_103_627	RXN0-6994
S_S5_Ea_103_627	RXN0-7002
S_S5_Ea_103_628	RXN0-5297
S_S5_Ea_103_628	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S5_Ea_103_628	RXN0-5295
S_S5_Ea_103_628	RXN0-6994
S_S5_Ea_103_628	RXN0-7002
S_S5_Ea_103_629	RXN0-5297
S_S5_Ea_103_629	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S5_Ea_103_629	RXN0-5295
S_S5_Ea_103_629	RXN0-6994
S_S5_Ea_103_629	RXN0-7002
S_S5_Ea_103_630	RXN0-5297
S_S5_Ea_103_630	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S5_Ea_103_630	RXN0-5295
S_S5_Ea_103_630	RXN0-6994
S_S5_Ea_103_630	RXN0-7002
S_S5_Ea_103_631	RXN0-5297
S_S5_Ea_103_631	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S5_Ea_103_631	RXN0-5295
S_S5_Ea_103_631	RXN0-6994
S_S5_Ea_103_631	RXN0-7002
S_S5_Ea_103_632	RXN0-5297
S_S5_Ea_103_632	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S5_Ea_103_632	RXN0-5295
S_S5_Ea_103_632	RXN0-6994
S_S5_Ea_103_632	RXN0-7002
S_S5_Ea_103_633	RXN0-5297
S_S5_Ea_103_633	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S5_Ea_103_633	RXN0-5295
S_S5_Ea_103_633	RXN0-6994
S_S5_Ea_103_633	RXN0-7002
S_S5_Ea_103_634	RXN0-5297
S_S5_Ea_103_634	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S5_Ea_103_634	RXN0-5295
S_S5_Ea_103_634	RXN0-6994
S_S5_Ea_103_634	RXN0-7002
S_S5_Ea_103_635	ARYLSULFATE-SULFOTRANSFERASE-RXN
S_S5_Ea_103_636	RXN-14160
S_S5_Ea_103_636	RXN-14073
S_S5_Ea_103_636	GLYCPDIESTER-RXN
S_S5_Ea_103_636	RXN-14136
S_S5_Ea_103_637	RXN-14160
S_S5_Ea_103_637	RXN-14073
S_S5_Ea_103_637	GLYCPDIESTER-RXN
S_S5_Ea_103_637	RXN-14136
S_S5_Ea_103_638	RXN-14160
S_S5_Ea_103_638	RXN-14073
S_S5_Ea_103_638	GLYCPDIESTER-RXN
S_S5_Ea_103_638	RXN-14136
S_S5_Ea_103_639	RIBOKIN-RXN
S_S5_Ea_103_639	RXN-14223
S_S5_Ea_103_640	RIBOKIN-RXN
S_S5_Ea_103_640	RXN-14223
S_S5_Ea_103_641	RIBOKIN-RXN
S_S5_Ea_103_641	RXN-14223
S_S5_Ea_103_642	RIBOKIN-RXN
S_S5_Ea_103_642	RXN-14223
S_S5_Ea_103_643	1.12.1.3-RXN
S_S5_Ea_103_651	3.6.3.30-RXN
S_S5_Ea_103_652	3.6.3.30-RXN
S_S5_Ea_103_653	3.6.3.30-RXN
S_S5_Ea_103_654	GLYOXI-RXN
S_S5_Ea_103_655	GLYOXI-RXN
S_S5_Ea_103_656	GLYOXI-RXN
S_S5_Ea_103_657	DEOXYADENPHOSPHOR-RXN
S_S5_Ea_103_657	RXN-7001
S_S5_Ea_103_657	RXN-14029
S_S5_Ea_103_657	XANTHOSINEPHOSPHORY-RXN
S_S5_Ea_103_657	RXN-11715
S_S5_Ea_103_657	RXN-11743
S_S5_Ea_103_657	INOPHOSPHOR-RXN
S_S5_Ea_103_657	PNP-RXN
S_S5_Ea_103_657	DEOXYGUANPHOSPHOR-RXN
S_S5_Ea_103_657	ADENPHOSPHOR-RXN
S_S5_Ea_103_657	DEOXYINOPHOSPHOR-RXN
S_S5_Ea_103_657	RXN0-5199
S_S5_Ea_103_658	DEOXYADENPHOSPHOR-RXN
S_S5_Ea_103_658	RXN-7001
S_S5_Ea_103_658	RXN-14029
S_S5_Ea_103_658	XANTHOSINEPHOSPHORY-RXN
S_S5_Ea_103_658	RXN-11715
S_S5_Ea_103_658	RXN-11743
S_S5_Ea_103_658	INOPHOSPHOR-RXN
S_S5_Ea_103_658	PNP-RXN
S_S5_Ea_103_658	DEOXYGUANPHOSPHOR-RXN
S_S5_Ea_103_658	ADENPHOSPHOR-RXN
S_S5_Ea_103_658	DEOXYINOPHOSPHOR-RXN
S_S5_Ea_103_658	RXN0-5199
S_S5_Ea_103_659	DEOXYADENPHOSPHOR-RXN
S_S5_Ea_103_659	RXN-7001
S_S5_Ea_103_659	RXN-14029
S_S5_Ea_103_659	XANTHOSINEPHOSPHORY-RXN
S_S5_Ea_103_659	RXN-11715
S_S5_Ea_103_659	RXN-11743
S_S5_Ea_103_659	INOPHOSPHOR-RXN
S_S5_Ea_103_659	PNP-RXN
S_S5_Ea_103_659	DEOXYGUANPHOSPHOR-RXN
S_S5_Ea_103_659	ADENPHOSPHOR-RXN
S_S5_Ea_103_659	DEOXYINOPHOSPHOR-RXN
S_S5_Ea_103_659	RXN0-5199
S_S5_Ea_103_660	DEOXYRIBOSE-P-ALD-RXN
S_S5_Ea_103_661	DEOXYRIBOSE-P-ALD-RXN
S_S5_Ea_103_662	DEOXYRIBOSE-P-ALD-RXN
S_S5_Ea_103_663	DEOXYRIBOSE-P-ALD-RXN
S_S5_Ea_103_664	FUCPALDOL-RXN
S_S5_Ea_103_665	FUCPALDOL-RXN
S_S5_Ea_103_666	RXN-11146
S_S5_Ea_103_667	RXN-11146
S_S5_Ea_103_668	RXN-11146
S_S5_Ea_103_669	RXN-11146
S_S5_Ea_103_670	RXN-11146
S_S5_Ea_103_671	RXN-11146
S_S5_Ea_103_672	3.2.1.10-RXN
S_S5_Ea_103_673	PURINE-NUCLEOSIDASE-RXN
S_S5_Ea_103_673	RXN0-363
S_S5_Ea_103_673	RXN0-366
S_S5_Ea_103_674	PURINE-NUCLEOSIDASE-RXN
S_S5_Ea_103_674	RXN0-363
S_S5_Ea_103_674	RXN0-366
S_S5_Ea_103_675	PURINE-NUCLEOSIDASE-RXN
S_S5_Ea_103_675	RXN0-363
S_S5_Ea_103_675	RXN0-366
S_S5_Ea_103_676	GDPPYPHOSKIN-RXN
S_S5_Ea_103_676	GTPPYPHOSKIN-RXN
S_S5_Ea_103_677	GDPPYPHOSKIN-RXN
S_S5_Ea_103_677	GTPPYPHOSKIN-RXN
S_S5_Ea_103_678	GDPPYPHOSKIN-RXN
S_S5_Ea_103_678	GTPPYPHOSKIN-RXN
S_S5_Ea_103_679	6PGLUCONOLACT-RXN
S_S5_Ea_103_680	2.7.1.121-RXN
S_S5_Ea_103_681	2.7.1.121-RXN
S_S5_Ea_103_682	2.7.1.121-RXN
S_S5_Ea_103_683	2.7.1.121-RXN
S_S5_Ea_103_684	2.7.1.121-RXN
S_S5_Ea_103_685	2.7.1.121-RXN
S_S5_Ea_103_686	2.7.1.121-RXN
S_S5_Ea_103_687	2.7.1.121-RXN
S_S5_Ea_103_688	2.7.1.121-RXN
S_S5_Ea_103_689	SUCCDIAMINOPIMDESUCC-RXN
S_S5_Ea_103_690	3.2.1.37-RXN
S_S5_Ea_103_691	3.2.1.37-RXN
S_S5_Ea_103_692	RXN-12174
S_S5_Ea_103_693	SIROHEME-FERROCHELAT-RXN
S_S5_Ea_103_694	SIROHEME-FERROCHELAT-RXN
S_S5_Ea_103_695	DIMETHUROPORDEHYDROG-RXN
S_S5_Ea_103_696	RXN-15127
S_S5_Ea_103_697	QUERCITRINASE-RXN
S_S5_Ea_103_697	RXN-16250
S_S5_Ea_103_697	RXN-14574
S_S5_Ea_103_697	RXN-13788
S_S5_Ea_103_697	RXN-16249
S_S5_Ea_103_697	RXN-16248
S_S5_Ea_103_697	3.2.1.40-RXN
S_S5_Ea_103_698	QUERCITRINASE-RXN
S_S5_Ea_103_698	RXN-16250
S_S5_Ea_103_698	RXN-14574
S_S5_Ea_103_698	RXN-13788
S_S5_Ea_103_698	RXN-16249
S_S5_Ea_103_698	RXN-16248
S_S5_Ea_103_698	3.2.1.40-RXN
S_S5_Ea_103_699	3.4.13.9-RXN
S_S5_Ea_103_700	3.4.13.9-RXN
S_S5_Ea_103_701	3.4.13.9-RXN
S_S5_Ea_103_702	OROTATE-REDUCTASE-NADH-RXN
S_S5_Ea_103_703	DTDPDEHYDRHAMEPIM-RXN
S_S5_Ea_103_704	BETA-PHOSPHOGLUCOMUTASE-RXN
S_S5_Ea_103_705	BETA-PHOSPHOGLUCOMUTASE-RXN
S_S5_Ea_103_706	BETA-PHOSPHOGLUCOMUTASE-RXN
S_S5_Ea_103_707	ABC-24-RXN
S_S5_Ea_103_707	3.6.3.31-RXN
S_S5_Ea_103_707	ABC-25-RXN
S_S5_Ea_103_712	RXN0-2605
S_S5_Ea_103_713	RXN-7644
S_S5_Ea_103_713	L-IDITOL-2-DEHYDROGENASE-RXN
S_S5_Ea_103_714	L-GLN-FRUCT-6-P-AMINOTRANS-RXN
S_S5_Ea_103_715	3.6.3.3-RXN
S_S5_Ea_103_716	3.6.3.3-RXN
S_S5_Ea_103_717	3.6.3.3-RXN
S_S5_Ea_103_718	ALPHAALPHA-TREHALOSE-PHOSPHORYLASE-RXN
S_S5_Ea_103_719	ALPHAALPHA-TREHALOSE-PHOSPHORYLASE-RXN
S_S5_Ea_103_720	CYTIDEAM2-RXN
S_S5_Ea_103_720	CYTIDEAM-RXN
S_S5_Ea_103_721	RHAMNULOKIN-RXN
S_S5_Ea_103_722	RHAMNULOKIN-RXN
S_S5_Ea_103_723	RXN0-5205
S_S5_Ea_103_724	RXN0-5205
S_S5_Ea_103_725	RXN0-5205
S_S5_Ea_103_726	RIBULPEPIM-RXN
S_S5_Ea_103_727	RIBULPEPIM-RXN
S_S5_Ea_103_728	RIBULPEPIM-RXN
S_S5_Ea_103_729	RIBULPEPIM-RXN
S_S5_Ea_103_730	RIBULPEPIM-RXN
S_S5_Ea_103_731	GLYCEROL-KIN-RXN
S_S5_Ea_103_732	5.4.2.10-RXN
S_S5_Ea_103_733	3.6.3.40-RXN
S_S5_Ea_103_734	PHOSMANMUT-RXN
S_S5_Ea_103_735	ADENINE-DEAMINASE-RXN
S_S5_Ea_103_736	PHOSPHATE-BUTYRYLTRANSFERASE-RXN
S_S5_Ea_103_737	3.4.21.107-RXN
S_S5_Ea_103_738	RIB5PISOM-RXN
S_S5_Ea_103_739	RIB5PISOM-RXN
S_S5_Ea_103_740	RIB5PISOM-RXN
S_S5_Ea_103_741	RXN-1461
S_S5_Ea_103_741	RXN-9985
S_S5_Ea_103_742	TRE6PHYDRO-RXN
S_S5_Ea_103_743	GLUCONATE-5-DEHYDROGENASE-RXN
S_S5_Ea_103_744	GLUCONATE-5-DEHYDROGENASE-RXN
S_S5_Ea_103_745	GLUCONATE-5-DEHYDROGENASE-RXN
S_S5_Ea_103_746	DEPHOSPHOCOAKIN-RXN
S_S5_Ea_103_747	3.2.2.21-RXN
S_S5_Ea_103_748	BTUR2-RXN
S_S5_Ea_103_748	COBALADENOSYLTRANS-RXN
S_S5_Ea_103_748	R344-RXN
S_S5_Ea_103_749	BTUR2-RXN
S_S5_Ea_103_749	COBALADENOSYLTRANS-RXN
S_S5_Ea_103_749	R344-RXN
S_S5_Ea_103_750	BTUR2-RXN
S_S5_Ea_103_750	COBALADENOSYLTRANS-RXN
S_S5_Ea_103_750	R344-RXN
S_S5_Ea_103_751	L-LACTATE-DEHYDROGENASE-RXN
S_S5_Ea_103_752	L-LACTATE-DEHYDROGENASE-RXN
S_S5_Ea_103_753	L-LACTATE-DEHYDROGENASE-RXN
S_S5_Ea_103_754	RXN-13671
S_S5_Ea_103_754	ACETALD-DEHYDROG-RXN
S_S5_Ea_103_755	RXN-13671
S_S5_Ea_103_755	ACETALD-DEHYDROG-RXN
S_S5_Ea_103_756	RXN-13671
S_S5_Ea_103_756	ACETALD-DEHYDROG-RXN
S_S5_Ea_103_757	URIDINEKIN-RXN
S_S5_Ea_103_757	CYTIKIN-RXN
S_S5_Ea_103_757	URKI-RXN
S_S5_Ea_103_757	CYTIDINEKIN-RXN
S_S5_Ea_103_758	CARBAMATE-KINASE-RXN
S_S5_Ea_103_759	3.1.26.11-RXN
S_S5_Ea_103_760	3.1.26.11-RXN
S_S5_Ea_103_761	KDPGALDOL-RXN
S_S5_Ea_103_762	KDPGALDOL-RXN
S_S5_Ea_103_763	KDPGALDOL-RXN
S_S5_Ea_103_764	DEOXYGLUCONOKIN-RXN
S_S5_Ea_103_765	DEOXYGLUCONOKIN-RXN
S_S5_Ea_103_769	RXN0-4641
S_S5_Ea_103_770	RXN0-4641
S_S5_Ea_103_771	PNKIN-RXN
S_S5_Ea_103_771	PYRAMKIN-RXN
S_S5_Ea_103_771	PYRIDOXKIN-RXN
S_S5_Ea_103_772	PNKIN-RXN
S_S5_Ea_103_772	PYRAMKIN-RXN
S_S5_Ea_103_772	PYRIDOXKIN-RXN
S_S5_Ea_103_773	MANNONDEHYDRAT-RXN
S_S5_Ea_103_775	PHOSPHONOACETALDEHYDE-HYDROLASE-RXN
S_S5_Ea_103_776	5.3.1.23-RXN
S_S5_Ea_103_777	ACETYL-COA-CARBOXYLTRANSFER-RXN
S_S5_Ea_103_777	RXN0-5055
S_S5_Ea_103_778	ACETYL-COA-CARBOXYLTRANSFER-RXN
S_S5_Ea_103_778	RXN0-5055
S_S5_Ea_103_779	ACETYL-COA-CARBOXYLTRANSFER-RXN
S_S5_Ea_103_779	RXN0-5055
S_S5_Ea_103_780	2.3.1.128-RXN
S_S5_Ea_103_781	2.3.1.128-RXN
S_S5_Ea_103_782	RXN-15047
S_S5_Ea_103_783	GLUC1PADENYLTRANS-RXN
S_S5_Ea_103_784	GLUC1PADENYLTRANS-RXN
S_S5_Ea_103_785	1.1.1.39-RXN
S_S5_Ea_103_785	OXALODECARB-RXN
S_S5_Ea_103_786	1.1.1.39-RXN
S_S5_Ea_103_786	OXALODECARB-RXN
S_S5_Ea_103_787	CYCLOMALTODEXTRINASE-RXN
S_S5_Ea_103_788	CYCLOMALTODEXTRINASE-RXN
S_S5_Ea_103_789	3.2.1.135-RXN
S_S5_Ea_103_790	3.2.1.135-RXN
S_S5_Ea_103_791	2-ENOATE-REDUCTASE-RXN
S_S5_Ea_103_792	3.2.1.133-RXN
S_S5_Ea_103_793	3.2.1.133-RXN
S_S5_Ea_103_794	4-NITROPHENYLPHOSPHATASE-RXN
S_S5_Ea_103_795	RXN-12473
S_S5_Ea_103_800	MALTOSE-6-PHOSPHATE-GLUCOSIDASE-RXN
S_S5_Ea_103_801	MALTOSE-6-PHOSPHATE-GLUCOSIDASE-RXN
S_S5_Ea_103_802	MALTOSE-6-PHOSPHATE-GLUCOSIDASE-RXN
S_S5_Ea_103_803	MALTOSE-6-PHOSPHATE-GLUCOSIDASE-RXN
S_S5_Ea_103_805	UDP-NACMUR-ALA-LIG-RXN
S_S5_Ea_103_806	NICOTINATEPRIBOSYLTRANS-RXN
S_S5_Ea_103_813	MERCAPYSTRANS-RXN
S_S5_Ea_103_814	RXN-14338
S_S5_Ea_103_815	THIOSULFATE-SULFURTRANSFERASE-RXN
S_S5_Ea_103_815	RXN0-6359
S_S5_Ea_103_830	XANPRIBOSYLTRAN-RXN
S_S5_Ea_103_831	3.2.1.70-RXN
S_S5_Ea_103_832	RXN-12302
S_S5_Ea_103_832	RXN-1824
S_S5_Ea_103_833	2.7.9.3-RXN
S_S5_Ea_103_834	5-METHYLTHIORIBOSE-KINASE-RXN
S_S5_Ea_103_835	5.3.1.17-RXN
S_S5_Ea_103_836	5.3.1.17-RXN
S_S5_Ea_103_837	NQOR-RXN
S_S5_Ea_103_837	RXN-12303
S_S5_Ea_103_838	NQOR-RXN
S_S5_Ea_103_838	RXN-12303
S_S5_Ea_103_853	ABC-23-RXN
S_S5_Ea_103_853	3.6.3.28-RXN
S_S5_Ea_103_854	RXN-14064
S_S5_Ea_103_854	CYCPHOSDIESTER-RXN
S_S5_Ea_103_854	RXN-14091
S_S5_Ea_103_854	RXN-14113
S_S5_Ea_103_854	RXN-14112
S_S5_Ea_103_855	RXN-14124
S_S5_Ea_103_855	RXN-14126
S_S5_Ea_103_855	3-NUCLEOTID-RXN
S_S5_Ea_103_855	RXN-14090
S_S5_Ea_103_855	RXN-14115
S_S5_Ea_103_856	RXN-15275
S_S5_Ea_103_856	3.4.17.14-RXN
S_S5_Ea_103_857	2.9.1.1-RXN
S_S5_Ea_103_858	2.9.1.1-RXN
S_S5_Ea_103_859	TRANS-RXN-250
S_S5_Ea_103_859	3.6.3.2-RXN
S_S5_Ea_103_860	TRANS-RXN-250
S_S5_Ea_103_860	3.6.3.2-RXN
S_S5_Ea_103_861	3.6.3.29-RXN
S_S5_Ea_103_861	ABC-19-RXN
S_S5_Ea_103_875	TRANS-HEXAPRENYLTRANSTRANSFERASE-RXN
S_S5_Ea_103_876	TRANS-HEXAPRENYLTRANSTRANSFERASE-RXN
S_S5_Ea_103_877	TRANS-HEXAPRENYLTRANSTRANSFERASE-RXN
S_S5_Ea_103_878	DUTP-PYROP-RXN
S_S5_Ea_103_881	FLAVONADPREDUCT-RXN
S_S5_Ea_103_881	1.18.1.2-RXN
S_S5_Ea_103_882	FLAVONADPREDUCT-RXN
S_S5_Ea_103_882	1.18.1.2-RXN
S_S5_Ea_103_883	GLYOHMETRANS-RXN
S_S5_Ea_103_884	UDPNACETYLMURAMATEDEHYDROG-RXN
S_S5_Ea_103_885	RXN-15138
S_S5_Ea_103_885	2-HALOACID-DEHALOGENASE-RXN
S_S5_Ea_103_886	RIBOSYLHOMOCYSTEINASE-RXN
S_S5_Ea_103_887	RXN0-5260
S_S5_Ea_103_887	RXN-15740
S_S5_Ea_103_887	RXN-15745
S_S5_Ea_103_888	RXN0-5260
S_S5_Ea_103_888	RXN-15740
S_S5_Ea_103_888	RXN-15745
S_S5_Ea_103_889	PPENTOMUT-RXN
S_S5_Ea_103_889	D-PPENTOMUT-RXN
S_S5_Ea_103_890	GLU6PDEHYDROG-RXN
S_S5_Ea_103_892	RXN-9952
S_S5_Ea_103_893	RXN-9952
S_S5_Ea_103_894	6.1.1.24-RXN
S_S5_Ea_103_895	6.1.1.24-RXN
S_S5_Ea_103_896	ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN
S_S5_Ea_103_897	BIOTIN-CARBOXYL-RXN
S_S5_Ea_103_898	3.1.2.21-RXN
S_S5_Ea_103_899	ASPARTATE-RACEMASE-RXN
S_S5_Ea_103_900	ASPARTATE-RACEMASE-RXN
S_S5_Ea_103_901	3.2.2.23-RXN
S_S5_Ea_103_902	TRANSALDOL-RXN
S_S5_Ea_103_903	TRANSALDOL-RXN
S_S5_Ea_103_908	CHOLOYLGLYCINE-HYDROLASE-RXN
S_S5_Ea_103_909	CHOLOYLGLYCINE-HYDROLASE-RXN
S_S5_Ea_103_910	RXN-12480
S_S5_Ea_103_911	RXN-3341
S_S5_Ea_103_912	RXN-3341
S_S5_Ea_103_913	3.4.21.105-RXN
S_S5_Ea_103_914	GLYCOLALDREDUCT-RXN
S_S5_Ea_103_914	LACTALDREDUCT-RXN
S_S5_Ea_103_914	RXN-8641
S_S5_Ea_103_915	GLYCOLALDREDUCT-RXN
S_S5_Ea_103_915	LACTALDREDUCT-RXN
S_S5_Ea_103_915	RXN-8641
S_S5_Ea_103_916	RXNN-404
S_S5_Ea_103_916	AMIDASE-RXN
S_S5_Ea_103_916	R311-RXN
S_S5_Ea_103_916	RXN-14728
S_S5_Ea_103_916	RXN-14727
S_S5_Ea_103_916	GUANIDINOBUTANAMIDE-NH3-RXN
S_S5_Ea_103_917	GKI-RXN
S_S5_Ea_103_918	GKI-RXN
S_S5_Ea_103_919	SORB6PDEHYDROG-RXN
S_S5_Ea_103_920	SORB6PDEHYDROG-RXN
S_S5_Ea_103_921	SORB6PDEHYDROG-RXN
S_S5_Ea_103_922	RHAMNULPALDOL-RXN
S_S5_Ea_103_923	RHAMNULPALDOL-RXN
S_S5_Ea_103_924	RHAMNULPALDOL-RXN
S_S5_Ea_103_925	RHAMNISOM-RXN
S_S5_Ea_103_926	RXN0-5306
S_S5_Ea_103_928	24-DIAMINOPENTANOATE-DEHYDROGENASE-RXN
S_S5_Ea_103_929	OLEATE-HYDRATASE-RXN
S_S5_Ea_103_930	ASPARAGHYD-RXN
S_S5_Ea_103_931	ASPARAGHYD-RXN
S_S5_Ea_103_932	GLYCDEH-RXN
S_S5_Ea_103_933	GLYCDEH-RXN
S_S5_Ea_103_934	GLYCDEH-RXN
S_S5_Ea_103_935	PYROGLUTAMYL-PEPTIDASE-I-RXN
S_S5_Ea_103_936	TRNA-S-TRANSFERASE-RXN
S_S5_Ea_103_937	PEPCARBOXYKIN-RXN
S_S5_Ea_103_938	RIBAZOLEPHOSPHAT-RXN
S_S5_Ea_103_938	RXN-8770
S_S5_Ea_103_939	RXN-13854
S_S5_Ea_103_940	RXN-13854
S_S5_Ea_103_941	RXN-13854
S_S5_Ea_103_942	RXN-14692
S_S5_Ea_103_943	ASNSYNB-RXN
S_S5_Ea_103_944	THRESYN-RXN
S_S5_Ea_103_945	3.4.21.88-RXN
S_S5_Ea_103_946	3.4.21.88-RXN
S_S5_Ea_103_947	3.4.21.88-RXN
S_S5_Ea_103_948	3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN
S_S5_Ea_103_949	HISTPRATPHYD-RXN
S_S5_Ea_103_950	F16BDEPHOS-RXN
S_S5_Ea_103_951	PSERTRANSAMPYR-RXN
S_S5_Ea_103_951	PSERTRANSAM-RXN
S_S5_Ea_103_952	5.1.3.9-RXN
S_S5_Ea_103_952	NANE-RXN
S_S5_Ea_103_953	5.1.3.9-RXN
S_S5_Ea_103_953	NANE-RXN
S_S5_Ea_103_954	GLUTRACE-RXN
S_S5_Ea_103_955	RXN0-6515
S_S5_Ea_103_956	THIAMIN-PYROPHOSPHOKINASE-RXN
S_S5_Ea_103_957	URA-PHOSPH-RXN
S_S5_Ea_103_957	URPHOS-RXN
S_S5_Ea_103_957	THYM-PHOSPH-RXN
S_S5_Ea_103_958	URA-PHOSPH-RXN
S_S5_Ea_103_958	URPHOS-RXN
S_S5_Ea_103_958	THYM-PHOSPH-RXN
S_S5_Ea_103_959	RXN-12472
S_S5_Ea_103_961	GALACTURIDYLYLTRANS-RXN
S_S5_Ea_103_962	GLYCERATE-DEHYDROGENASE-RXN
S_S5_Ea_103_964	RXN-9238
S_S5_Ea_103_964	RXN-9231
S_S5_Ea_103_964	RXN-15309
