S_NS6_Pm_056_v1v9_1	NADH-DEHYDROG-A-RXN
S_NS6_Pm_056_v1v9_662	RXN-16628
S_NS6_Pm_056_v1v9_662	RXN-16624
S_NS6_Pm_056_v1v9_662	ENOYL-ACP-REDUCT-NADH-RXN
S_NS6_Pm_056_v1v9_662	RXN1G-820
S_NS6_Pm_056_v1v9_662	RXN1G-686
S_NS6_Pm_056_v1v9_662	RXN1G-171
S_NS6_Pm_056_v1v9_662	RXN1G-526
S_NS6_Pm_056_v1v9_662	RXN1G-395
S_NS6_Pm_056_v1v9_662	RXN1G-509
S_NS6_Pm_056_v1v9_662	RXN1G-337
S_NS6_Pm_056_v1v9_662	RXN1G-339
S_NS6_Pm_056_v1v9_662	RXN1G-193
S_NS6_Pm_056_v1v9_662	RXN1G-196
S_NS6_Pm_056_v1v9_662	RXN1G-299
S_NS6_Pm_056_v1v9_662	RXN-11482
S_NS6_Pm_056_v1v9_662	RXN1G-276
S_NS6_Pm_056_v1v9_662	RXN1G-488
S_NS6_Pm_056_v1v9_662	RXN-9662
S_NS6_Pm_056_v1v9_662	RXN-9663
S_NS6_Pm_056_v1v9_662	RXN-9660
S_NS6_Pm_056_v1v9_662	RXN-9661
S_NS6_Pm_056_v1v9_662	RXN1G-915
S_NS6_Pm_056_v1v9_662	RXN-10661
S_NS6_Pm_056_v1v9_662	RXN-16620
S_NS6_Pm_056_v1v9_662	RXN1G-210
S_NS6_Pm_056_v1v9_662	1.3.1.9-RXN
S_NS6_Pm_056_v1v9_662	RXN0-2145
S_NS6_Pm_056_v1v9_662	RXN1G-679
S_NS6_Pm_056_v1v9_662	RXN1G-468
S_NS6_Pm_056_v1v9_662	RXN-16632
S_NS6_Pm_056_v1v9_662	RXN1G-285
S_NS6_Pm_056_v1v9_662	RXN-11478
S_NS6_Pm_056_v1v9_662	RXN1G-1057
S_NS6_Pm_056_v1v9_662	RXN-9635
S_NS6_Pm_056_v1v9_663	GTP-CYCLOHYDRO-I-RXN
S_NS6_Pm_056_v1v9_665	DIHYDROXYMETVALDEHYDRAT-RXN
S_NS6_Pm_056_v1v9_665	DIHYDROXYISOVALDEHYDRAT-RXN
S_NS6_Pm_056_v1v9_666	ATPPHOSPHORIBOSYLTRANS-RXN
S_NS6_Pm_056_v1v9_667	3.4.11.9-RXN
S_NS6_Pm_056_v1v9_668	3.4.11.9-RXN
S_NS6_Pm_056_v1v9_669	3.4.11.9-RXN
S_NS6_Pm_056_v1v9_670	PHOSPHASERDECARB-RXN
S_NS6_Pm_056_v1v9_671	RXN-13997
S_NS6_Pm_056_v1v9_672	RXN-14950
S_NS6_Pm_056_v1v9_672	RXN-14957
S_NS6_Pm_056_v1v9_672	RXN-14959
S_NS6_Pm_056_v1v9_672	RXN0-949
S_NS6_Pm_056_v1v9_673	UROGENIIISYN-RXN
S_NS6_Pm_056_v1v9_674	RXN-13600
S_NS6_Pm_056_v1v9_674	RXN-13602
S_NS6_Pm_056_v1v9_674	RXN-13603
S_NS6_Pm_056_v1v9_674	RXN-9674
S_NS6_Pm_056_v1v9_674	3.2.1.21-RXN
S_NS6_Pm_056_v1v9_674	RXN-10773
S_NS6_Pm_056_v1v9_674	RXN-10769
S_NS6_Pm_056_v1v9_674	RXN-14179
S_NS6_Pm_056_v1v9_674	RXN-5341
S_NS6_Pm_056_v1v9_674	RXN-8036
S_NS6_Pm_056_v1v9_675	RXN-13600
S_NS6_Pm_056_v1v9_675	RXN-13602
S_NS6_Pm_056_v1v9_675	RXN-13603
S_NS6_Pm_056_v1v9_675	RXN-9674
S_NS6_Pm_056_v1v9_675	3.2.1.21-RXN
S_NS6_Pm_056_v1v9_675	RXN-10773
S_NS6_Pm_056_v1v9_675	RXN-10769
S_NS6_Pm_056_v1v9_675	RXN-14179
S_NS6_Pm_056_v1v9_675	RXN-5341
S_NS6_Pm_056_v1v9_675	RXN-8036
S_NS6_Pm_056_v1v9_676	RXN-13600
S_NS6_Pm_056_v1v9_676	RXN-13602
S_NS6_Pm_056_v1v9_676	RXN-13603
S_NS6_Pm_056_v1v9_676	RXN-9674
S_NS6_Pm_056_v1v9_676	3.2.1.21-RXN
S_NS6_Pm_056_v1v9_676	RXN-10773
S_NS6_Pm_056_v1v9_676	RXN-10769
S_NS6_Pm_056_v1v9_676	RXN-14179
S_NS6_Pm_056_v1v9_676	RXN-5341
S_NS6_Pm_056_v1v9_676	RXN-8036
S_NS6_Pm_056_v1v9_677	RXN-14160
S_NS6_Pm_056_v1v9_677	RXN-14073
S_NS6_Pm_056_v1v9_677	GLYCPDIESTER-RXN
S_NS6_Pm_056_v1v9_677	RXN-14136
S_NS6_Pm_056_v1v9_678	RXN-14160
S_NS6_Pm_056_v1v9_678	RXN-14073
S_NS6_Pm_056_v1v9_678	GLYCPDIESTER-RXN
S_NS6_Pm_056_v1v9_678	RXN-14136
S_NS6_Pm_056_v1v9_679	RIBOKIN-RXN
S_NS6_Pm_056_v1v9_679	RXN-14223
S_NS6_Pm_056_v1v9_680	URA-PHOSPH-RXN
S_NS6_Pm_056_v1v9_680	URPHOS-RXN
S_NS6_Pm_056_v1v9_681	1.12.1.3-RXN
S_NS6_Pm_056_v1v9_682	1.12.1.3-RXN
S_NS6_Pm_056_v1v9_683	1.12.1.3-RXN
S_NS6_Pm_056_v1v9_684	1.12.1.3-RXN
S_NS6_Pm_056_v1v9_685	3.6.3.30-RXN
S_NS6_Pm_056_v1v9_686	GLYOXI-RXN
S_NS6_Pm_056_v1v9_687	GLYOXI-RXN
S_NS6_Pm_056_v1v9_688	DEOXYADENPHOSPHOR-RXN
S_NS6_Pm_056_v1v9_688	RXN-7001
S_NS6_Pm_056_v1v9_688	RXN-14029
S_NS6_Pm_056_v1v9_688	XANTHOSINEPHOSPHORY-RXN
S_NS6_Pm_056_v1v9_688	RXN-11715
S_NS6_Pm_056_v1v9_688	RXN-11743
S_NS6_Pm_056_v1v9_688	INOPHOSPHOR-RXN
S_NS6_Pm_056_v1v9_688	PNP-RXN
S_NS6_Pm_056_v1v9_688	DEOXYGUANPHOSPHOR-RXN
S_NS6_Pm_056_v1v9_688	ADENPHOSPHOR-RXN
S_NS6_Pm_056_v1v9_688	DEOXYINOPHOSPHOR-RXN
S_NS6_Pm_056_v1v9_688	RXN0-5199
S_NS6_Pm_056_v1v9_689	DEOXYRIBOSE-P-ALD-RXN
S_NS6_Pm_056_v1v9_690	GDPPYPHOSKIN-RXN
S_NS6_Pm_056_v1v9_690	GTPPYPHOSKIN-RXN
S_NS6_Pm_056_v1v9_691	GDPPYPHOSKIN-RXN
S_NS6_Pm_056_v1v9_691	GTPPYPHOSKIN-RXN
S_NS6_Pm_056_v1v9_692	RXN-16009
S_NS6_Pm_056_v1v9_693	RXN-16009
S_NS6_Pm_056_v1v9_694	6PGLUCONOLACT-RXN
S_NS6_Pm_056_v1v9_695	6PGLUCONOLACT-RXN
S_NS6_Pm_056_v1v9_696	6PGLUCONOLACT-RXN
S_NS6_Pm_056_v1v9_697	2.7.1.121-RXN
S_NS6_Pm_056_v1v9_698	2.7.1.121-RXN
S_NS6_Pm_056_v1v9_699	RXN-12174
S_NS6_Pm_056_v1v9_700	RXN-15127
S_NS6_Pm_056_v1v9_701	XYLULOKIN-RXN
S_NS6_Pm_056_v1v9_702	QUERCITRINASE-RXN
S_NS6_Pm_056_v1v9_702	RXN-16250
S_NS6_Pm_056_v1v9_702	RXN-14574
S_NS6_Pm_056_v1v9_702	RXN-13788
S_NS6_Pm_056_v1v9_702	RXN-16249
S_NS6_Pm_056_v1v9_702	RXN-16248
S_NS6_Pm_056_v1v9_702	3.2.1.40-RXN
S_NS6_Pm_056_v1v9_703	QUERCITRINASE-RXN
S_NS6_Pm_056_v1v9_703	RXN-16250
S_NS6_Pm_056_v1v9_703	RXN-14574
S_NS6_Pm_056_v1v9_703	RXN-13788
S_NS6_Pm_056_v1v9_703	RXN-16249
S_NS6_Pm_056_v1v9_703	RXN-16248
S_NS6_Pm_056_v1v9_703	3.2.1.40-RXN
S_NS6_Pm_056_v1v9_704	QUERCITRINASE-RXN
S_NS6_Pm_056_v1v9_704	RXN-16250
S_NS6_Pm_056_v1v9_704	RXN-14574
S_NS6_Pm_056_v1v9_704	RXN-13788
S_NS6_Pm_056_v1v9_704	RXN-16249
S_NS6_Pm_056_v1v9_704	RXN-16248
S_NS6_Pm_056_v1v9_704	3.2.1.40-RXN
S_NS6_Pm_056_v1v9_705	3.4.13.9-RXN
S_NS6_Pm_056_v1v9_706	ALTRODEHYDRAT-RXN
S_NS6_Pm_056_v1v9_707	OROTATE-REDUCTASE-NADH-RXN
S_NS6_Pm_056_v1v9_708	3.2.1.55-RXN
S_NS6_Pm_056_v1v9_709	3.2.1.55-RXN
S_NS6_Pm_056_v1v9_710	DTDPDEHYDRHAMEPIM-RXN
S_NS6_Pm_056_v1v9_711	ABC-24-RXN
S_NS6_Pm_056_v1v9_711	3.6.3.31-RXN
S_NS6_Pm_056_v1v9_711	ABC-25-RXN
S_NS6_Pm_056_v1v9_712	RXN0-2605
S_NS6_Pm_056_v1v9_713	3.6.3.3-RXN
S_NS6_Pm_056_v1v9_714	CYTIDEAM2-RXN
S_NS6_Pm_056_v1v9_714	CYTIDEAM-RXN
S_NS6_Pm_056_v1v9_715	RHAMNULOKIN-RXN
S_NS6_Pm_056_v1v9_716	RXN-12402
S_NS6_Pm_056_v1v9_716	RXN0-5001
S_NS6_Pm_056_v1v9_717	RXN0-5205
S_NS6_Pm_056_v1v9_718	GLYCEROL-KIN-RXN
S_NS6_Pm_056_v1v9_719	GLYCEROL-KIN-RXN
S_NS6_Pm_056_v1v9_720	RXN-16602
S_NS6_Pm_056_v1v9_720	2.4.1.83-RXN
S_NS6_Pm_056_v1v9_721	PHOSMANMUT-RXN
S_NS6_Pm_056_v1v9_722	RXN-15261
S_NS6_Pm_056_v1v9_722	GUANINE-DEAMINASE-RXN
S_NS6_Pm_056_v1v9_723	CHOLINE-SULFATASE-RXN
S_NS6_Pm_056_v1v9_724	RIB5PISOM-RXN
S_NS6_Pm_056_v1v9_725	GLUCONATE-5-DEHYDROGENASE-RXN
S_NS6_Pm_056_v1v9_726	DEPHOSPHOCOAKIN-RXN
S_NS6_Pm_056_v1v9_727	BTUR2-RXN
S_NS6_Pm_056_v1v9_727	COBALADENOSYLTRANS-RXN
S_NS6_Pm_056_v1v9_727	R344-RXN
S_NS6_Pm_056_v1v9_728	URIDINEKIN-RXN
S_NS6_Pm_056_v1v9_728	CYTIKIN-RXN
S_NS6_Pm_056_v1v9_728	URKI-RXN
S_NS6_Pm_056_v1v9_728	CYTIDINEKIN-RXN
S_NS6_Pm_056_v1v9_729	3.1.26.11-RXN
S_NS6_Pm_056_v1v9_730	3.1.26.11-RXN
S_NS6_Pm_056_v1v9_731	KDPGALDOL-RXN
S_NS6_Pm_056_v1v9_732	DEOXYGLUCONOKIN-RXN
S_NS6_Pm_056_v1v9_734	RXN0-4641
S_NS6_Pm_056_v1v9_735	PNKIN-RXN
S_NS6_Pm_056_v1v9_735	PYRAMKIN-RXN
S_NS6_Pm_056_v1v9_735	PYRIDOXKIN-RXN
S_NS6_Pm_056_v1v9_736	MANNONDEHYDRAT-RXN
S_NS6_Pm_056_v1v9_737	PHOSPHONOACETALDEHYDE-HYDROLASE-RXN
S_NS6_Pm_056_v1v9_738	5.3.1.23-RXN
S_NS6_Pm_056_v1v9_739	ACETYL-COA-CARBOXYLTRANSFER-RXN
S_NS6_Pm_056_v1v9_739	RXN0-5055
S_NS6_Pm_056_v1v9_740	RXN-7737
S_NS6_Pm_056_v1v9_741	RXN-7737
S_NS6_Pm_056_v1v9_742	GALACTOACETYLTRAN-RXN
S_NS6_Pm_056_v1v9_743	METHGLYSYN-RXN
S_NS6_Pm_056_v1v9_744	METHGLYSYN-RXN
S_NS6_Pm_056_v1v9_745	1.1.1.39-RXN
S_NS6_Pm_056_v1v9_745	OXALODECARB-RXN
S_NS6_Pm_056_v1v9_746	RXN0-5224
S_NS6_Pm_056_v1v9_746	CARBODEHYDRAT-RXN
S_NS6_Pm_056_v1v9_747	GALACTONDEHYDRAT-RXN
S_NS6_Pm_056_v1v9_748	HYDROXYLAMINE-REDUCTASE-RXN
S_NS6_Pm_056_v1v9_749	UDP-NACMUR-ALA-LIG-RXN
S_NS6_Pm_056_v1v9_750	UDP-NACMUR-ALA-LIG-RXN
S_NS6_Pm_056_v1v9_751	ATPASE-RXN
S_NS6_Pm_056_v1v9_752	ATPASE-RXN
S_NS6_Pm_056_v1v9_753	XANPRIBOSYLTRAN-RXN
S_NS6_Pm_056_v1v9_754	5.3.1.17-RXN
S_NS6_Pm_056_v1v9_755	RXN-14064
S_NS6_Pm_056_v1v9_755	CYCPHOSDIESTER-RXN
S_NS6_Pm_056_v1v9_755	RXN-14091
S_NS6_Pm_056_v1v9_755	RXN-14113
S_NS6_Pm_056_v1v9_755	RXN-14112
S_NS6_Pm_056_v1v9_756	RXN-14124
S_NS6_Pm_056_v1v9_756	RXN-14126
S_NS6_Pm_056_v1v9_756	3-NUCLEOTID-RXN
S_NS6_Pm_056_v1v9_756	RXN-14090
S_NS6_Pm_056_v1v9_756	RXN-14115
S_NS6_Pm_056_v1v9_757	3.6.3.29-RXN
S_NS6_Pm_056_v1v9_757	ABC-19-RXN
S_NS6_Pm_056_v1v9_758	ASNSYNA-RXN
S_NS6_Pm_056_v1v9_759	DUTP-PYROP-RXN
S_NS6_Pm_056_v1v9_760	GLUCOSYLCERAMIDASE-RXN
S_NS6_Pm_056_v1v9_762	FLAVONADPREDUCT-RXN
S_NS6_Pm_056_v1v9_762	1.18.1.2-RXN
S_NS6_Pm_056_v1v9_763	RXN-13290
S_NS6_Pm_056_v1v9_763	RXN-16389
S_NS6_Pm_056_v1v9_763	RXN-9673
S_NS6_Pm_056_v1v9_763	ACYLCOASYN-RXN
S_NS6_Pm_056_v1v9_763	RXN-12184
S_NS6_Pm_056_v1v9_763	RXN-16380
S_NS6_Pm_056_v1v9_763	R223-RXN
S_NS6_Pm_056_v1v9_763	LINOLENOYL-RXN
S_NS6_Pm_056_v1v9_763	RXN66-469
S_NS6_Pm_056_v1v9_763	RXN-16401
S_NS6_Pm_056_v1v9_763	RXN-16402
S_NS6_Pm_056_v1v9_763	RXN66-483
S_NS6_Pm_056_v1v9_763	RXN66-480
S_NS6_Pm_056_v1v9_763	RXN66-484
S_NS6_Pm_056_v1v9_763	RXN-9623
S_NS6_Pm_056_v1v9_763	RXN-9644
S_NS6_Pm_056_v1v9_763	RXN-16393
S_NS6_Pm_056_v1v9_763	RXN-13614
S_NS6_Pm_056_v1v9_763	RXN-7904
S_NS6_Pm_056_v1v9_763	RXN-12978
S_NS6_Pm_056_v1v9_763	RXN66-477
S_NS6_Pm_056_v1v9_763	RXN-16418
S_NS6_Pm_056_v1v9_763	RXN-16415
S_NS6_Pm_056_v1v9_764	RXN-13290
S_NS6_Pm_056_v1v9_764	RXN-16389
S_NS6_Pm_056_v1v9_764	RXN-9673
S_NS6_Pm_056_v1v9_764	ACYLCOASYN-RXN
S_NS6_Pm_056_v1v9_764	RXN-12184
S_NS6_Pm_056_v1v9_764	RXN-16380
S_NS6_Pm_056_v1v9_764	R223-RXN
S_NS6_Pm_056_v1v9_764	LINOLENOYL-RXN
S_NS6_Pm_056_v1v9_764	RXN66-469
S_NS6_Pm_056_v1v9_764	RXN-16401
S_NS6_Pm_056_v1v9_764	RXN-16402
S_NS6_Pm_056_v1v9_764	RXN66-483
S_NS6_Pm_056_v1v9_764	RXN66-480
S_NS6_Pm_056_v1v9_764	RXN66-484
S_NS6_Pm_056_v1v9_764	RXN-9623
S_NS6_Pm_056_v1v9_764	RXN-9644
S_NS6_Pm_056_v1v9_764	RXN-16393
S_NS6_Pm_056_v1v9_764	RXN-13614
S_NS6_Pm_056_v1v9_764	RXN-7904
S_NS6_Pm_056_v1v9_764	RXN-12978
S_NS6_Pm_056_v1v9_764	RXN66-477
S_NS6_Pm_056_v1v9_764	RXN-16418
S_NS6_Pm_056_v1v9_764	RXN-16415
S_NS6_Pm_056_v1v9_765	RXN-13290
S_NS6_Pm_056_v1v9_765	RXN-16389
S_NS6_Pm_056_v1v9_765	RXN-9673
S_NS6_Pm_056_v1v9_765	ACYLCOASYN-RXN
S_NS6_Pm_056_v1v9_765	RXN-12184
S_NS6_Pm_056_v1v9_765	RXN-16380
S_NS6_Pm_056_v1v9_765	R223-RXN
S_NS6_Pm_056_v1v9_765	LINOLENOYL-RXN
S_NS6_Pm_056_v1v9_765	RXN66-469
S_NS6_Pm_056_v1v9_765	RXN-16401
S_NS6_Pm_056_v1v9_765	RXN-16402
S_NS6_Pm_056_v1v9_765	RXN66-483
S_NS6_Pm_056_v1v9_765	RXN66-480
S_NS6_Pm_056_v1v9_765	RXN66-484
S_NS6_Pm_056_v1v9_765	RXN-9623
S_NS6_Pm_056_v1v9_765	RXN-9644
S_NS6_Pm_056_v1v9_765	RXN-16393
S_NS6_Pm_056_v1v9_765	RXN-13614
S_NS6_Pm_056_v1v9_765	RXN-7904
S_NS6_Pm_056_v1v9_765	RXN-12978
S_NS6_Pm_056_v1v9_765	RXN66-477
S_NS6_Pm_056_v1v9_765	RXN-16418
S_NS6_Pm_056_v1v9_765	RXN-16415
S_NS6_Pm_056_v1v9_766	RXN-13290
S_NS6_Pm_056_v1v9_766	RXN-16389
S_NS6_Pm_056_v1v9_766	RXN-9673
S_NS6_Pm_056_v1v9_766	ACYLCOASYN-RXN
S_NS6_Pm_056_v1v9_766	RXN-12184
S_NS6_Pm_056_v1v9_766	RXN-16380
S_NS6_Pm_056_v1v9_766	R223-RXN
S_NS6_Pm_056_v1v9_766	LINOLENOYL-RXN
S_NS6_Pm_056_v1v9_766	RXN66-469
S_NS6_Pm_056_v1v9_766	RXN-16401
S_NS6_Pm_056_v1v9_766	RXN-16402
S_NS6_Pm_056_v1v9_766	RXN66-483
S_NS6_Pm_056_v1v9_766	RXN66-480
S_NS6_Pm_056_v1v9_766	RXN66-484
S_NS6_Pm_056_v1v9_766	RXN-9623
S_NS6_Pm_056_v1v9_766	RXN-9644
S_NS6_Pm_056_v1v9_766	RXN-16393
S_NS6_Pm_056_v1v9_766	RXN-13614
S_NS6_Pm_056_v1v9_766	RXN-7904
S_NS6_Pm_056_v1v9_766	RXN-12978
S_NS6_Pm_056_v1v9_766	RXN66-477
S_NS6_Pm_056_v1v9_766	RXN-16418
S_NS6_Pm_056_v1v9_766	RXN-16415
S_NS6_Pm_056_v1v9_767	GLYOHMETRANS-RXN
S_NS6_Pm_056_v1v9_768	UDPNACETYLMURAMATEDEHYDROG-RXN
S_NS6_Pm_056_v1v9_769	ALTRO-OXIDOREDUCT-RXN
S_NS6_Pm_056_v1v9_770	GLU6PDEHYDROG-RXN
S_NS6_Pm_056_v1v9_772	RXN-9952
S_NS6_Pm_056_v1v9_773	BIOTIN-CARBOXYL-RXN
S_NS6_Pm_056_v1v9_774	3.1.2.21-RXN
S_NS6_Pm_056_v1v9_775	TRANSALDOL-RXN
S_NS6_Pm_056_v1v9_776	RXN-7933
S_NS6_Pm_056_v1v9_776	ACETYLORNDEACET-RXN
S_NS6_Pm_056_v1v9_777	CHOLOYLGLYCINE-HYDROLASE-RXN
S_NS6_Pm_056_v1v9_778	RXN-12480
S_NS6_Pm_056_v1v9_779	RXN-3341
S_NS6_Pm_056_v1v9_780	3.4.21.105-RXN
S_NS6_Pm_056_v1v9_781	GKI-RXN
S_NS6_Pm_056_v1v9_782	AMINOGLYCOSIDE-N6-ACETYLTRANSFERASE-RXN
S_NS6_Pm_056_v1v9_783	RHAMNULPALDOL-RXN
S_NS6_Pm_056_v1v9_784	RHAMNISOM-RXN
S_NS6_Pm_056_v1v9_785	RXN0-5306
S_NS6_Pm_056_v1v9_786	ASPARAGHYD-RXN
S_NS6_Pm_056_v1v9_787	ASPARAGHYD-RXN
S_NS6_Pm_056_v1v9_788	2.7.8.6-RXN
S_NS6_Pm_056_v1v9_789	RXN-14531
S_NS6_Pm_056_v1v9_790	PEPCARBOXYKIN-RXN
S_NS6_Pm_056_v1v9_791	RIBAZOLEPHOSPHAT-RXN
S_NS6_Pm_056_v1v9_791	RXN-8770
S_NS6_Pm_056_v1v9_792	RXN-14692
S_NS6_Pm_056_v1v9_793	ASNSYNB-RXN
S_NS6_Pm_056_v1v9_794	THRESYN-RXN
S_NS6_Pm_056_v1v9_795	3.4.21.88-RXN
S_NS6_Pm_056_v1v9_796	HISTPRATPHYD-RXN
S_NS6_Pm_056_v1v9_797	PSERTRANSAMPYR-RXN
S_NS6_Pm_056_v1v9_797	PSERTRANSAM-RXN
S_NS6_Pm_056_v1v9_798	GLUTRACE-RXN
S_NS6_Pm_056_v1v9_799	RXN0-6515
S_NS6_Pm_056_v1v9_800	RXN-2464
S_NS6_Pm_056_v1v9_800	RXN-12074
S_NS6_Pm_056_v1v9_800	4.1.3.17-RXN
S_NS6_Pm_056_v1v9_801	THIAMIN-PYROPHOSPHOKINASE-RXN
S_NS6_Pm_056_v1v9_802	1.4.1.21-RXN
S_NS6_Pm_056_v1v9_803	GLYCOGENSYN-RXN
S_NS6_Pm_056_v1v9_804	2.6.1.37-RXN
S_NS6_Pm_056_v1v9_805	RXN-2043
S_NS6_Pm_056_v1v9_806	4.2.2.5-RXN
S_NS6_Pm_056_v1v9_806	RXN-11572
S_NS6_Pm_056_v1v9_807	5.4.1.2-RXN
S_NS6_Pm_056_v1v9_808	RXN-8768
S_NS6_Pm_056_v1v9_809	3.4.21.53-RXN
S_NS6_Pm_056_v1v9_810	3.4.21.53-RXN
S_NS6_Pm_056_v1v9_811	TRNA-CYTIDYLYLTRANSFERASE-RXN
S_NS6_Pm_056_v1v9_812	RXN-12444
S_NS6_Pm_056_v1v9_813	RXN66-337
S_NS6_Pm_056_v1v9_813	3.4.13.19-RXN
S_NS6_Pm_056_v1v9_813	RXN-15682
S_NS6_Pm_056_v1v9_814	HOMSUCTRAN-RXN
S_NS6_Pm_056_v1v9_815	RXN-11835
S_NS6_Pm_056_v1v9_816	ARABISOM-RXN
S_NS6_Pm_056_v1v9_817	2.1.1.151-RXN
S_NS6_Pm_056_v1v9_817	RXN-8760
S_NS6_Pm_056_v1v9_818	GLUTAMATE-SYNTHASE-FERREDOXIN-RXN
S_NS6_Pm_056_v1v9_819	RXN-8764
S_NS6_Pm_056_v1v9_820	2.1.1.130-RXN
S_NS6_Pm_056_v1v9_821	RXN-8762
S_NS6_Pm_056_v1v9_822	2.1.1.133-RXN
S_NS6_Pm_056_v1v9_823	RXN0-5227
S_NS6_Pm_056_v1v9_823	RXN-16664
S_NS6_Pm_056_v1v9_823	3.4.17.13-RXN
S_NS6_Pm_056_v1v9_824	RXN-13585
S_NS6_Pm_056_v1v9_825	3.6.3.15-RXN
S_NS6_Pm_056_v1v9_826	NADPYROPHOSPHAT-RXN
S_NS6_Pm_056_v1v9_827	RXN-11578
S_NS6_Pm_056_v1v9_828	AGMATIN-RXN
S_NS6_Pm_056_v1v9_829	ACETATEKIN-RXN
S_NS6_Pm_056_v1v9_831	RXN-15513
S_NS6_Pm_056_v1v9_832	ALANINE-AMINOTRANSFERASE-RXN
S_NS6_Pm_056_v1v9_832	RXN-13698
S_NS6_Pm_056_v1v9_833	3.6.3.4-RXN
S_NS6_Pm_056_v1v9_834	RXN-9237
S_NS6_Pm_056_v1v9_834	2.1.1.64-RXN
S_NS6_Pm_056_v1v9_834	RXN3O-102
S_NS6_Pm_056_v1v9_834	RXN-9229
S_NS6_Pm_056_v1v9_834	DHHB-METHYLTRANSFER-RXN
S_NS6_Pm_056_v1v9_834	RXN-11758
S_NS6_Pm_056_v1v9_835	RXN-9240
S_NS6_Pm_056_v1v9_835	RXN-9233
S_NS6_Pm_056_v1v9_835	RXN-9225
S_NS6_Pm_056_v1v9_835	RXN-12160
S_NS6_Pm_056_v1v9_835	2-OCTAPRENYL-6-OHPHENOL-METHY-RXN
S_NS6_Pm_056_v1v9_837	RXN-10857
S_NS6_Pm_056_v1v9_837	H2NEOPTERINALDOL-RXN
S_NS6_Pm_056_v1v9_839	RXN-11843
S_NS6_Pm_056_v1v9_840	RXN-11843
S_NS6_Pm_056_v1v9_841	RXN-11842
S_NS6_Pm_056_v1v9_842	RXN-11842
S_NS6_Pm_056_v1v9_843	RXN-9929
S_NS6_Pm_056_v1v9_844	RXN-9929
S_NS6_Pm_056_v1v9_845	CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN
S_NS6_Pm_056_v1v9_846	OMEGA-AMIDASE-RXN
S_NS6_Pm_056_v1v9_847	1.8.4.14-RXN
S_NS6_Pm_056_v1v9_848	3.2.1.17-RXN
S_NS6_Pm_056_v1v9_849	3.2.1.17-RXN
S_NS6_Pm_056_v1v9_850	3.2.1.17-RXN
S_NS6_Pm_056_v1v9_851	3.2.1.17-RXN
S_NS6_Pm_056_v1v9_852	3.2.1.17-RXN
S_NS6_Pm_056_v1v9_853	ALANINE-DEHYDROGENASE-RXN
S_NS6_Pm_056_v1v9_854	3.2.1.80-RXN
S_NS6_Pm_056_v1v9_854	RXN-1841
S_NS6_Pm_056_v1v9_855	RXN-13677
S_NS6_Pm_056_v1v9_855	RXN-6642
S_NS6_Pm_056_v1v9_855	3.4.11.2-RXN
S_NS6_Pm_056_v1v9_856	PSERPHOSPHA-RXN
S_NS6_Pm_056_v1v9_856	RXN0-5114
S_NS6_Pm_056_v1v9_857	PGPPHOSPHA-RXN
S_NS6_Pm_056_v1v9_857	RXN-13313
S_NS6_Pm_056_v1v9_858	3.4.22.40-RXN
S_NS6_Pm_056_v1v9_859	3.4.22.40-RXN
S_NS6_Pm_056_v1v9_860	3.4.22.40-RXN
S_NS6_Pm_056_v1v9_862	3.2.1.97-RXN
S_NS6_Pm_056_v1v9_863	TEICHOICSYN2-RXN
S_NS6_Pm_056_v1v9_864	ASPARTATE-4-DECARBOXYLASE-RXN
S_NS6_Pm_056_v1v9_865	2.1.1.132-RXN
S_NS6_Pm_056_v1v9_866	RXN-10009
S_NS6_Pm_056_v1v9_866	RXN-15734
S_NS6_Pm_056_v1v9_867	ADENYLATECYC-RXN
S_NS6_Pm_056_v1v9_868	RXN-11695
S_NS6_Pm_056_v1v9_869	GLYCERONE-KINASE-RXN
S_NS6_Pm_056_v1v9_870	TRIOKINASE-RXN
S_NS6_Pm_056_v1v9_871	DLACTDEHYDROGNAD-RXN
S_NS6_Pm_056_v1v9_872	R229-RXN
S_NS6_Pm_056_v1v9_873	UDPGLCNACEPIM-RXN
S_NS6_Pm_056_v1v9_874	UDPGLCNACEPIM-RXN
S_NS6_Pm_056_v1v9_875	UDPGLCNACEPIM-RXN
S_NS6_Pm_056_v1v9_876	UDPGLCNACEPIM-RXN
S_NS6_Pm_056_v1v9_877	UDPGLCNACEPIM-RXN
S_NS6_Pm_056_v1v9_878	RXN-10819
S_NS6_Pm_056_v1v9_879	RXN-10819
S_NS6_Pm_056_v1v9_880	RXN-10819
S_NS6_Pm_056_v1v9_881	1.2.7.8-RXN
S_NS6_Pm_056_v1v9_882	1.2.7.8-RXN
S_NS6_Pm_056_v1v9_883	ACETATE--COA-LIGASE-RXN
S_NS6_Pm_056_v1v9_888	UDPMANNACADEHYDROG-RXN
S_NS6_Pm_056_v1v9_889	UDPMANNACADEHYDROG-RXN
S_NS6_Pm_056_v1v9_890	LACTALDDEHYDROG-RXN
S_NS6_Pm_056_v1v9_891	TREHALOSE6PSYN-RXN
S_NS6_Pm_056_v1v9_892	GLYCOLALD-DEHYDROG-RXN
S_NS6_Pm_056_v1v9_893	RXN1G-1439
S_NS6_Pm_056_v1v9_893	RXN1G-1438
S_NS6_Pm_056_v1v9_893	RXN1G-1435
