S_S2_Cc_069_v1v9_1	NADH-DEHYDROG-A-RXN
S_S2_Cc_069_v1v9_740	3.4.13.19-RXN
S_S2_Cc_069_v1v9_740	RXN-15682
S_S2_Cc_069_v1v9_741	HOMSUCTRAN-RXN
S_S2_Cc_069_v1v9_742	RXN-11835
S_S2_Cc_069_v1v9_743	6.1.1.23-RXN
S_S2_Cc_069_v1v9_744	2.1.1.151-RXN
S_S2_Cc_069_v1v9_744	RXN-8760
S_S2_Cc_069_v1v9_745	RXN-15619
S_S2_Cc_069_v1v9_746	RXN-8764
S_S2_Cc_069_v1v9_747	2.1.1.130-RXN
S_S2_Cc_069_v1v9_748	RXN-8762
S_S2_Cc_069_v1v9_749	2.1.1.133-RXN
S_S2_Cc_069_v1v9_750	RXN-8763
S_S2_Cc_069_v1v9_751	RXN-14314
S_S2_Cc_069_v1v9_752	2.1.1.131-RXN
S_S2_Cc_069_v1v9_753	3.6.3.15-RXN
S_S2_Cc_069_v1v9_755	GLUTAMATE-DEHYDROGENASE-NADP+-RXN
S_S2_Cc_069_v1v9_756	NADPYROPHOSPHAT-RXN
S_S2_Cc_069_v1v9_757	RXN-11578
S_S2_Cc_069_v1v9_758	TAURINE-AMINOTRANSFERASE-RXN
S_S2_Cc_069_v1v9_758	RXN-14907
S_S2_Cc_069_v1v9_760	RXN-12014
S_S2_Cc_069_v1v9_761	AGMATIN-RXN
S_S2_Cc_069_v1v9_762	ACETATEKIN-RXN
S_S2_Cc_069_v1v9_763	SPERMIDINESYN-RXN
S_S2_Cc_069_v1v9_764	HOMOSERKIN-RXN
S_S2_Cc_069_v1v9_765	3.6.3.4-RXN
S_S2_Cc_069_v1v9_766	3.6.3.4-RXN
S_S2_Cc_069_v1v9_767	ISOCITRATE-DEHYDROGENASE-NAD+-RXN
S_S2_Cc_069_v1v9_768	3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN
S_S2_Cc_069_v1v9_769	3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN
S_S2_Cc_069_v1v9_770	2.4.1.125-RXN
S_S2_Cc_069_v1v9_771	LYSYLTRANSFERASE-RXN
S_S2_Cc_069_v1v9_772	RXN0-7020
S_S2_Cc_069_v1v9_773	METHYLACETOACETYLCOATHIOL-RXN
S_S2_Cc_069_v1v9_773	ACETYL-COA-ACETYLTRANSFER-RXN
S_S2_Cc_069_v1v9_773	RXN-12561
S_S2_Cc_069_v1v9_774	METHYLACETOACETYLCOATHIOL-RXN
S_S2_Cc_069_v1v9_774	ACETYL-COA-ACETYLTRANSFER-RXN
S_S2_Cc_069_v1v9_774	RXN-12561
S_S2_Cc_069_v1v9_775	MMUM-RXN
S_S2_Cc_069_v1v9_776	PSERPHOSPHA-RXN
S_S2_Cc_069_v1v9_776	RXN0-5114
S_S2_Cc_069_v1v9_777	O-SUCCHOMOSERLYASE-RXN
S_S2_Cc_069_v1v9_778	RXN-16135
S_S2_Cc_069_v1v9_778	RXN-14266
S_S2_Cc_069_v1v9_778	TIGLYLCOA-HYDROXY-RXN
S_S2_Cc_069_v1v9_778	RXN-11244
S_S2_Cc_069_v1v9_778	RXN0-6513
S_S2_Cc_069_v1v9_778	ENOYL-COA-HYDRAT-RXN
S_S2_Cc_069_v1v9_778	RXN-13616
S_S2_Cc_069_v1v9_778	METHYLACYLYLCOA-HYDROXY-RXN
S_S2_Cc_069_v1v9_778	RXN-14276
S_S2_Cc_069_v1v9_778	RXN-10704
S_S2_Cc_069_v1v9_778	RXN-10705
S_S2_Cc_069_v1v9_778	RXN-7838
S_S2_Cc_069_v1v9_778	RXN-10697
S_S2_Cc_069_v1v9_779	RXN-16135
S_S2_Cc_069_v1v9_779	RXN-14266
S_S2_Cc_069_v1v9_779	TIGLYLCOA-HYDROXY-RXN
S_S2_Cc_069_v1v9_779	RXN-11244
S_S2_Cc_069_v1v9_779	RXN0-6513
S_S2_Cc_069_v1v9_779	ENOYL-COA-HYDRAT-RXN
S_S2_Cc_069_v1v9_779	RXN-13616
S_S2_Cc_069_v1v9_779	METHYLACYLYLCOA-HYDROXY-RXN
S_S2_Cc_069_v1v9_779	RXN-14276
S_S2_Cc_069_v1v9_779	RXN-10704
S_S2_Cc_069_v1v9_779	RXN-10705
S_S2_Cc_069_v1v9_779	RXN-7838
S_S2_Cc_069_v1v9_779	RXN-10697
S_S2_Cc_069_v1v9_780	2.1.1.132-RXN
S_S2_Cc_069_v1v9_781	RXN-16033
S_S2_Cc_069_v1v9_781	7-ALPHA-HYDROXYSTEROID-DEH-RXN
S_S2_Cc_069_v1v9_782	ADENYLATECYC-RXN
S_S2_Cc_069_v1v9_783	RXN-8766
S_S2_Cc_069_v1v9_784	SULFITE-REDUCTASE-FERREDOXIN-RXN
S_S2_Cc_069_v1v9_785	FERREDOXIN--NITRITE-REDUCTASE-RXN
S_S2_Cc_069_v1v9_786	RXN-12613
S_S2_Cc_069_v1v9_786	THIAMINASE-RXN
S_S2_Cc_069_v1v9_789	SERINE--PYRUVATE-AMINOTRANSFERASE-RXN
S_S2_Cc_069_v1v9_790	SERINE--GLYOXYLATE-AMINOTRANSFERASE-RXN
S_S2_Cc_069_v1v9_790	SERINE-GLYOXYLATE-AMINOTRANSFERASE-RXN
S_S2_Cc_069_v1v9_791	ALANINE--GLYOXYLATE-AMINOTRANSFERASE-RXN
S_S2_Cc_069_v1v9_792	2.7.8.25-RXN
S_S2_Cc_069_v1v9_793	RXN-7929
S_S2_Cc_069_v1v9_793	CITRYLY-RXN
S_S2_Cc_069_v1v9_794	CITTRANS-RXN
S_S2_Cc_069_v1v9_794	2.8.3.10-RXN
S_S2_Cc_069_v1v9_795	2.7.7.61-RXN
S_S2_Cc_069_v1v9_796	2.7.7.61-RXN
S_S2_Cc_069_v1v9_797	PSEUDOURIDINE-KINASE-RXN
S_S2_Cc_069_v1v9_798	TARTRATE-DEHYDROGENASE-RXN
S_S2_Cc_069_v1v9_798	RXN-8643
S_S2_Cc_069_v1v9_799	TARTRATE-DECARBOXYLASE-RXN
S_S2_Cc_069_v1v9_800	RXN-12618
S_S2_Cc_069_v1v9_801	RXN-12618
S_S2_Cc_069_v1v9_802	RXN66-336
S_S2_Cc_069_v1v9_802	RXN-6601
S_S2_Cc_069_v1v9_802	GAMMA-GLUTAMYLTRANSFERASE-RXN
S_S2_Cc_069_v1v9_802	RXN-9157
S_S2_Cc_069_v1v9_803	RXN66-336
S_S2_Cc_069_v1v9_803	RXN-6601
S_S2_Cc_069_v1v9_803	GAMMA-GLUTAMYLTRANSFERASE-RXN
S_S2_Cc_069_v1v9_803	RXN-9157
S_S2_Cc_069_v1v9_804	DEHYDDEOXGALACTKIN-RXN
S_S2_Cc_069_v1v9_805	1.1.1.83-RXN
S_S2_Cc_069_v1v9_806	RXN-15920
S_S2_Cc_069_v1v9_807	1.1.1.127-RXN
S_S2_Cc_069_v1v9_808	3.4.13.21-RXN
S_S2_Cc_069_v1v9_809	3.4.13.21-RXN
S_S2_Cc_069_v1v9_810	3.4.17.11-RXN
S_S2_Cc_069_v1v9_811	3.4.17.11-RXN
S_S2_Cc_069_v1v9_812	3.4.17.11-RXN
S_S2_Cc_069_v1v9_813	HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN
S_S2_Cc_069_v1v9_814	D-ALANINE-AMINOTRANSFERASE-RXN
S_S2_Cc_069_v1v9_815	3.5.1.87-RXN
S_S2_Cc_069_v1v9_816	BETA-UREIDOPROPIONASE-RXN
S_S2_Cc_069_v1v9_816	RXN-11210
S_S2_Cc_069_v1v9_817	BETA-UREIDOPROPIONASE-RXN
S_S2_Cc_069_v1v9_817	RXN-11210
S_S2_Cc_069_v1v9_818	PHOSPHOENOLPYRUVATE-MUTASE-RXN
S_S2_Cc_069_v1v9_819	GLUTACONYL-COA-DECARBOXYLASE-RXN
S_S2_Cc_069_v1v9_820	D-LYXOSE-KETOL-ISOMERASE-RXN
S_S2_Cc_069_v1v9_821	RXN-1082
S_S2_Cc_069_v1v9_821	GLUTACONATE-COA-TRANSFERASE-RXN
S_S2_Cc_069_v1v9_822	RXN-1082
S_S2_Cc_069_v1v9_822	GLUTACONATE-COA-TRANSFERASE-RXN
S_S2_Cc_069_v1v9_823	RXN8J2-139
S_S2_Cc_069_v1v9_824	RXN-11749
S_S2_Cc_069_v1v9_825	RXN-11749
S_S2_Cc_069_v1v9_826	1.3.99.15-RXN
S_S2_Cc_069_v1v9_827	1.3.99.15-RXN
S_S2_Cc_069_v1v9_828	1.3.99.15-RXN
S_S2_Cc_069_v1v9_829	1.3.99.15-RXN
S_S2_Cc_069_v1v9_832	RXN-11879
