S_S2_Bs_063_v1v9_1	NADH-DEHYDROG-A-RXN
S_S2_Bs_063_v1v9_652	RXN-9540
S_S2_Bs_063_v1v9_652	RXN1G-408
S_S2_Bs_063_v1v9_652	RXN1G-409
S_S2_Bs_063_v1v9_652	RXN1G-617
S_S2_Bs_063_v1v9_652	RXN1G-613
S_S2_Bs_063_v1v9_652	RXN1G-384
S_S2_Bs_063_v1v9_652	RXN1G-469
S_S2_Bs_063_v1v9_652	RXN-16630
S_S2_Bs_063_v1v9_652	RXN1G-72
S_S2_Bs_063_v1v9_652	RXN1G-349
S_S2_Bs_063_v1v9_652	RXN1G-163
S_S2_Bs_063_v1v9_652	RXN-16616
S_S2_Bs_063_v1v9_652	RXN1G-853
S_S2_Bs_063_v1v9_652	RXN-11476
S_S2_Bs_063_v1v9_652	RXN1G-184
S_S2_Bs_063_v1v9_652	RXN1G-182
S_S2_Bs_063_v1v9_652	RXN1G-364
S_S2_Bs_063_v1v9_652	RXN1G-287
S_S2_Bs_063_v1v9_652	RXN1G-1053
S_S2_Bs_063_v1v9_652	RXN1G-1050
S_S2_Bs_063_v1v9_652	RXN-9633
S_S2_Bs_063_v1v9_652	RXN1G-262
S_S2_Bs_063_v1v9_652	RXN1G-260
S_S2_Bs_063_v1v9_653	RXN-10060
S_S2_Bs_063_v1v9_653	RXN-9518
S_S2_Bs_063_v1v9_653	RXN-9514
S_S2_Bs_063_v1v9_653	RXN-10655
S_S2_Bs_063_v1v9_653	RXN-10659
S_S2_Bs_063_v1v9_653	RXN-9536
S_S2_Bs_063_v1v9_653	RXN1G-240
S_S2_Bs_063_v1v9_653	RXN1G-203
S_S2_Bs_063_v1v9_653	RXN-13008
S_S2_Bs_063_v1v9_653	RXN-9556
S_S2_Bs_063_v1v9_653	RXN-9552
S_S2_Bs_063_v1v9_653	RXN1G-1247
S_S2_Bs_063_v1v9_653	RXN1G-881
S_S2_Bs_063_v1v9_653	RXN-16622
S_S2_Bs_063_v1v9_653	RXN-16626
S_S2_Bs_063_v1v9_653	RXN1G-358
S_S2_Bs_063_v1v9_653	RXN1G-157
S_S2_Bs_063_v1v9_653	RXN1G-508
S_S2_Bs_063_v1v9_653	RXN-9532
S_S2_Bs_063_v1v9_653	RXN0-2142
S_S2_Bs_063_v1v9_653	RXN1G-717
S_S2_Bs_063_v1v9_653	RXN-11480
S_S2_Bs_063_v1v9_653	RXN1G-481
S_S2_Bs_063_v1v9_653	RXN1G-252
S_S2_Bs_063_v1v9_653	3-OXOACYL-ACP-REDUCT-RXN
S_S2_Bs_063_v1v9_653	RXN-9524
S_S2_Bs_063_v1v9_653	RXN-9528
S_S2_Bs_063_v1v9_653	RXN1G-637
S_S2_Bs_063_v1v9_653	RXN1G-951
S_S2_Bs_063_v1v9_653	RXN-9540
S_S2_Bs_063_v1v9_653	RXN1G-408
S_S2_Bs_063_v1v9_653	RXN1G-409
S_S2_Bs_063_v1v9_653	RXN1G-617
S_S2_Bs_063_v1v9_653	RXN1G-613
S_S2_Bs_063_v1v9_653	RXN1G-384
S_S2_Bs_063_v1v9_653	RXN1G-469
S_S2_Bs_063_v1v9_653	RXN-16630
S_S2_Bs_063_v1v9_653	RXN1G-72
S_S2_Bs_063_v1v9_653	RXN1G-349
S_S2_Bs_063_v1v9_653	RXN1G-163
S_S2_Bs_063_v1v9_653	RXN-16616
S_S2_Bs_063_v1v9_653	RXN1G-853
S_S2_Bs_063_v1v9_653	RXN-11476
S_S2_Bs_063_v1v9_653	RXN1G-184
S_S2_Bs_063_v1v9_653	RXN1G-182
S_S2_Bs_063_v1v9_653	RXN1G-364
S_S2_Bs_063_v1v9_653	RXN1G-287
S_S2_Bs_063_v1v9_653	RXN1G-1053
S_S2_Bs_063_v1v9_653	RXN1G-1050
S_S2_Bs_063_v1v9_653	RXN-9633
S_S2_Bs_063_v1v9_653	RXN1G-262
S_S2_Bs_063_v1v9_653	RXN1G-260
S_S2_Bs_063_v1v9_654	RXN-10060
S_S2_Bs_063_v1v9_654	RXN-9518
S_S2_Bs_063_v1v9_654	RXN-9514
S_S2_Bs_063_v1v9_654	RXN-10655
S_S2_Bs_063_v1v9_654	RXN-10659
S_S2_Bs_063_v1v9_654	RXN-9536
S_S2_Bs_063_v1v9_654	RXN1G-240
S_S2_Bs_063_v1v9_654	RXN1G-203
S_S2_Bs_063_v1v9_654	RXN-13008
S_S2_Bs_063_v1v9_654	RXN-9556
S_S2_Bs_063_v1v9_654	RXN-9552
S_S2_Bs_063_v1v9_654	RXN1G-1247
S_S2_Bs_063_v1v9_654	RXN1G-881
S_S2_Bs_063_v1v9_654	RXN-16622
S_S2_Bs_063_v1v9_654	RXN-16626
S_S2_Bs_063_v1v9_654	RXN1G-358
S_S2_Bs_063_v1v9_654	RXN1G-157
S_S2_Bs_063_v1v9_654	RXN1G-508
S_S2_Bs_063_v1v9_654	RXN-9532
S_S2_Bs_063_v1v9_654	RXN0-2142
S_S2_Bs_063_v1v9_654	RXN1G-717
S_S2_Bs_063_v1v9_654	RXN-11480
S_S2_Bs_063_v1v9_654	RXN1G-481
S_S2_Bs_063_v1v9_654	RXN1G-252
S_S2_Bs_063_v1v9_654	3-OXOACYL-ACP-REDUCT-RXN
S_S2_Bs_063_v1v9_654	RXN-9524
S_S2_Bs_063_v1v9_654	RXN-9528
S_S2_Bs_063_v1v9_654	RXN1G-637
S_S2_Bs_063_v1v9_654	RXN1G-951
S_S2_Bs_063_v1v9_654	RXN-9540
S_S2_Bs_063_v1v9_654	RXN1G-408
S_S2_Bs_063_v1v9_654	RXN1G-409
S_S2_Bs_063_v1v9_654	RXN1G-617
S_S2_Bs_063_v1v9_654	RXN1G-613
S_S2_Bs_063_v1v9_654	RXN1G-384
S_S2_Bs_063_v1v9_654	RXN1G-469
S_S2_Bs_063_v1v9_654	RXN-16630
S_S2_Bs_063_v1v9_654	RXN1G-72
S_S2_Bs_063_v1v9_654	RXN1G-349
S_S2_Bs_063_v1v9_654	RXN1G-163
S_S2_Bs_063_v1v9_654	RXN-16616
S_S2_Bs_063_v1v9_654	RXN1G-853
S_S2_Bs_063_v1v9_654	RXN-11476
S_S2_Bs_063_v1v9_654	RXN1G-184
S_S2_Bs_063_v1v9_654	RXN1G-182
S_S2_Bs_063_v1v9_654	RXN1G-364
S_S2_Bs_063_v1v9_654	RXN1G-287
S_S2_Bs_063_v1v9_654	RXN1G-1053
S_S2_Bs_063_v1v9_654	RXN1G-1050
S_S2_Bs_063_v1v9_654	RXN-9633
S_S2_Bs_063_v1v9_654	RXN1G-262
S_S2_Bs_063_v1v9_654	RXN1G-260
S_S2_Bs_063_v1v9_655	RXN-10060
S_S2_Bs_063_v1v9_655	RXN-9518
S_S2_Bs_063_v1v9_655	RXN-9514
S_S2_Bs_063_v1v9_655	RXN-10655
S_S2_Bs_063_v1v9_655	RXN-10659
S_S2_Bs_063_v1v9_655	RXN-9536
S_S2_Bs_063_v1v9_655	RXN1G-240
S_S2_Bs_063_v1v9_655	RXN1G-203
S_S2_Bs_063_v1v9_655	RXN-13008
S_S2_Bs_063_v1v9_655	RXN-9556
S_S2_Bs_063_v1v9_655	RXN-9552
S_S2_Bs_063_v1v9_655	RXN1G-1247
S_S2_Bs_063_v1v9_655	RXN1G-881
S_S2_Bs_063_v1v9_655	RXN-16622
S_S2_Bs_063_v1v9_655	RXN-16626
S_S2_Bs_063_v1v9_655	RXN1G-358
S_S2_Bs_063_v1v9_655	RXN1G-157
S_S2_Bs_063_v1v9_655	RXN1G-508
S_S2_Bs_063_v1v9_655	RXN-9532
S_S2_Bs_063_v1v9_655	RXN0-2142
S_S2_Bs_063_v1v9_655	RXN1G-717
S_S2_Bs_063_v1v9_655	RXN-11480
S_S2_Bs_063_v1v9_655	RXN1G-481
S_S2_Bs_063_v1v9_655	RXN1G-252
S_S2_Bs_063_v1v9_655	3-OXOACYL-ACP-REDUCT-RXN
S_S2_Bs_063_v1v9_655	RXN-9524
S_S2_Bs_063_v1v9_655	RXN-9528
S_S2_Bs_063_v1v9_655	RXN1G-637
S_S2_Bs_063_v1v9_655	RXN1G-951
S_S2_Bs_063_v1v9_655	RXN-9540
S_S2_Bs_063_v1v9_655	RXN1G-408
S_S2_Bs_063_v1v9_655	RXN1G-409
S_S2_Bs_063_v1v9_655	RXN1G-617
S_S2_Bs_063_v1v9_655	RXN1G-613
S_S2_Bs_063_v1v9_655	RXN1G-384
S_S2_Bs_063_v1v9_655	RXN1G-469
S_S2_Bs_063_v1v9_655	RXN-16630
S_S2_Bs_063_v1v9_655	RXN1G-72
S_S2_Bs_063_v1v9_655	RXN1G-349
S_S2_Bs_063_v1v9_655	RXN1G-163
S_S2_Bs_063_v1v9_655	RXN-16616
S_S2_Bs_063_v1v9_655	RXN1G-853
S_S2_Bs_063_v1v9_655	RXN-11476
S_S2_Bs_063_v1v9_655	RXN1G-184
S_S2_Bs_063_v1v9_655	RXN1G-182
S_S2_Bs_063_v1v9_655	RXN1G-364
S_S2_Bs_063_v1v9_655	RXN1G-287
S_S2_Bs_063_v1v9_655	RXN1G-1053
S_S2_Bs_063_v1v9_655	RXN1G-1050
S_S2_Bs_063_v1v9_655	RXN-9633
S_S2_Bs_063_v1v9_655	RXN1G-262
S_S2_Bs_063_v1v9_655	RXN1G-260
S_S2_Bs_063_v1v9_656	RXN-10060
S_S2_Bs_063_v1v9_656	RXN-9518
S_S2_Bs_063_v1v9_656	RXN-9514
S_S2_Bs_063_v1v9_656	RXN-10655
S_S2_Bs_063_v1v9_656	RXN-10659
S_S2_Bs_063_v1v9_656	RXN-9536
S_S2_Bs_063_v1v9_656	RXN1G-240
S_S2_Bs_063_v1v9_656	RXN1G-203
S_S2_Bs_063_v1v9_656	RXN-13008
S_S2_Bs_063_v1v9_656	RXN-9556
S_S2_Bs_063_v1v9_656	RXN-9552
S_S2_Bs_063_v1v9_656	RXN1G-1247
S_S2_Bs_063_v1v9_656	RXN1G-881
S_S2_Bs_063_v1v9_656	RXN-16622
S_S2_Bs_063_v1v9_656	RXN-16626
S_S2_Bs_063_v1v9_656	RXN1G-358
S_S2_Bs_063_v1v9_656	RXN1G-157
S_S2_Bs_063_v1v9_656	RXN1G-508
S_S2_Bs_063_v1v9_656	RXN-9532
S_S2_Bs_063_v1v9_656	RXN0-2142
S_S2_Bs_063_v1v9_656	RXN1G-717
S_S2_Bs_063_v1v9_656	RXN-11480
S_S2_Bs_063_v1v9_656	RXN1G-481
S_S2_Bs_063_v1v9_656	RXN1G-252
S_S2_Bs_063_v1v9_656	3-OXOACYL-ACP-REDUCT-RXN
S_S2_Bs_063_v1v9_656	RXN-9524
S_S2_Bs_063_v1v9_656	RXN-9528
S_S2_Bs_063_v1v9_656	RXN1G-637
S_S2_Bs_063_v1v9_656	RXN1G-951
S_S2_Bs_063_v1v9_656	RXN-9540
S_S2_Bs_063_v1v9_656	RXN1G-408
S_S2_Bs_063_v1v9_656	RXN1G-409
S_S2_Bs_063_v1v9_656	RXN1G-617
S_S2_Bs_063_v1v9_656	RXN1G-613
S_S2_Bs_063_v1v9_656	RXN1G-384
S_S2_Bs_063_v1v9_656	RXN1G-469
S_S2_Bs_063_v1v9_656	RXN-16630
S_S2_Bs_063_v1v9_656	RXN1G-72
S_S2_Bs_063_v1v9_656	RXN1G-349
S_S2_Bs_063_v1v9_656	RXN1G-163
S_S2_Bs_063_v1v9_656	RXN-16616
S_S2_Bs_063_v1v9_656	RXN1G-853
S_S2_Bs_063_v1v9_656	RXN-11476
S_S2_Bs_063_v1v9_656	RXN1G-184
S_S2_Bs_063_v1v9_656	RXN1G-182
S_S2_Bs_063_v1v9_656	RXN1G-364
S_S2_Bs_063_v1v9_656	RXN1G-287
S_S2_Bs_063_v1v9_656	RXN1G-1053
S_S2_Bs_063_v1v9_656	RXN1G-1050
S_S2_Bs_063_v1v9_656	RXN-9633
S_S2_Bs_063_v1v9_656	RXN1G-262
S_S2_Bs_063_v1v9_656	RXN1G-260
S_S2_Bs_063_v1v9_657	RXN-10060
S_S2_Bs_063_v1v9_657	RXN-9518
S_S2_Bs_063_v1v9_657	RXN-9514
S_S2_Bs_063_v1v9_657	RXN-10655
S_S2_Bs_063_v1v9_657	RXN-10659
S_S2_Bs_063_v1v9_657	RXN-9536
S_S2_Bs_063_v1v9_657	RXN1G-240
S_S2_Bs_063_v1v9_657	RXN1G-203
S_S2_Bs_063_v1v9_657	RXN-13008
S_S2_Bs_063_v1v9_657	RXN-9556
S_S2_Bs_063_v1v9_657	RXN-9552
S_S2_Bs_063_v1v9_657	RXN1G-1247
S_S2_Bs_063_v1v9_657	RXN1G-881
S_S2_Bs_063_v1v9_657	RXN-16622
S_S2_Bs_063_v1v9_657	RXN-16626
S_S2_Bs_063_v1v9_657	RXN1G-358
S_S2_Bs_063_v1v9_657	RXN1G-157
S_S2_Bs_063_v1v9_657	RXN1G-508
S_S2_Bs_063_v1v9_657	RXN-9532
S_S2_Bs_063_v1v9_657	RXN0-2142
S_S2_Bs_063_v1v9_657	RXN1G-717
S_S2_Bs_063_v1v9_657	RXN-11480
S_S2_Bs_063_v1v9_657	RXN1G-481
S_S2_Bs_063_v1v9_657	RXN1G-252
S_S2_Bs_063_v1v9_657	3-OXOACYL-ACP-REDUCT-RXN
S_S2_Bs_063_v1v9_657	RXN-9524
S_S2_Bs_063_v1v9_657	RXN-9528
S_S2_Bs_063_v1v9_657	RXN1G-637
S_S2_Bs_063_v1v9_657	RXN1G-951
S_S2_Bs_063_v1v9_657	RXN-9540
S_S2_Bs_063_v1v9_657	RXN1G-408
S_S2_Bs_063_v1v9_657	RXN1G-409
S_S2_Bs_063_v1v9_657	RXN1G-617
S_S2_Bs_063_v1v9_657	RXN1G-613
S_S2_Bs_063_v1v9_657	RXN1G-384
S_S2_Bs_063_v1v9_657	RXN1G-469
S_S2_Bs_063_v1v9_657	RXN-16630
S_S2_Bs_063_v1v9_657	RXN1G-72
S_S2_Bs_063_v1v9_657	RXN1G-349
S_S2_Bs_063_v1v9_657	RXN1G-163
S_S2_Bs_063_v1v9_657	RXN-16616
S_S2_Bs_063_v1v9_657	RXN1G-853
S_S2_Bs_063_v1v9_657	RXN-11476
S_S2_Bs_063_v1v9_657	RXN1G-184
S_S2_Bs_063_v1v9_657	RXN1G-182
S_S2_Bs_063_v1v9_657	RXN1G-364
S_S2_Bs_063_v1v9_657	RXN1G-287
S_S2_Bs_063_v1v9_657	RXN1G-1053
S_S2_Bs_063_v1v9_657	RXN1G-1050
S_S2_Bs_063_v1v9_657	RXN-9633
S_S2_Bs_063_v1v9_657	RXN1G-262
S_S2_Bs_063_v1v9_657	RXN1G-260
S_S2_Bs_063_v1v9_658	RXN-9310
S_S2_Bs_063_v1v9_659	L-ASPARTATE-OXID-RXN
S_S2_Bs_063_v1v9_660	RIBULP3EPIM-RXN
S_S2_Bs_063_v1v9_661	RIBULP3EPIM-RXN
S_S2_Bs_063_v1v9_662	METHENYLTHFCYCLOHYDRO-RXN
S_S2_Bs_063_v1v9_663	CTPSYN-RXN
S_S2_Bs_063_v1v9_664	RXN66-532
S_S2_Bs_063_v1v9_664	PHOSPHOGLUCMUT-RXN
S_S2_Bs_063_v1v9_665	TYROSINE--TRNA-LIGASE-RXN
S_S2_Bs_063_v1v9_666	TYROSINE--TRNA-LIGASE-RXN
S_S2_Bs_063_v1v9_667	3.4.21.116-RXN
S_S2_Bs_063_v1v9_668	RXN0-743
S_S2_Bs_063_v1v9_669	URACIL-PRIBOSYLTRANS-RXN
S_S2_Bs_063_v1v9_670	URACIL-PRIBOSYLTRANS-RXN
S_S2_Bs_063_v1v9_671	ASPCARBTRANS-RXN
S_S2_Bs_063_v1v9_672	RXN-9515
S_S2_Bs_063_v1v9_672	RXN-9538
S_S2_Bs_063_v1v9_672	RXN-9534
S_S2_Bs_063_v1v9_672	RXN-9530
S_S2_Bs_063_v1v9_672	RXN-9521
S_S2_Bs_063_v1v9_672	RXN-9526
S_S2_Bs_063_v1v9_672	RXN-9542
S_S2_Bs_063_v1v9_672	ENOYL-ACP-REDUCT-NADPH-RXN
S_S2_Bs_063_v1v9_672	RXN3O-5293
S_S2_Bs_063_v1v9_673	RXN-9659
S_S2_Bs_063_v1v9_673	RXN-9658
S_S2_Bs_063_v1v9_673	RXN-9657
S_S2_Bs_063_v1v9_673	RXN1G-248
S_S2_Bs_063_v1v9_673	RXN-10062
S_S2_Bs_063_v1v9_673	RXN-10657
S_S2_Bs_063_v1v9_673	RXN1G-962
S_S2_Bs_063_v1v9_673	RXN1G-37
S_S2_Bs_063_v1v9_673	RXN-9558
S_S2_Bs_063_v1v9_673	RXN1G-607
S_S2_Bs_063_v1v9_673	RXN1G-471
S_S2_Bs_063_v1v9_673	RXN1G-1117
S_S2_Bs_063_v1v9_673	RXN1G-396
S_S2_Bs_063_v1v9_673	RXN1G-1325
S_S2_Bs_063_v1v9_673	RXN1G-1130
S_S2_Bs_063_v1v9_673	RXN-16628
S_S2_Bs_063_v1v9_673	RXN-16624
S_S2_Bs_063_v1v9_673	ENOYL-ACP-REDUCT-NADH-RXN
S_S2_Bs_063_v1v9_673	RXN1G-820
S_S2_Bs_063_v1v9_673	RXN1G-686
S_S2_Bs_063_v1v9_673	RXN1G-171
S_S2_Bs_063_v1v9_673	RXN1G-526
S_S2_Bs_063_v1v9_673	RXN1G-395
S_S2_Bs_063_v1v9_673	RXN1G-509
S_S2_Bs_063_v1v9_673	RXN1G-337
S_S2_Bs_063_v1v9_673	RXN1G-339
S_S2_Bs_063_v1v9_673	RXN1G-193
S_S2_Bs_063_v1v9_673	RXN1G-196
S_S2_Bs_063_v1v9_673	RXN1G-299
S_S2_Bs_063_v1v9_673	RXN-11482
S_S2_Bs_063_v1v9_673	RXN1G-276
S_S2_Bs_063_v1v9_673	RXN1G-488
S_S2_Bs_063_v1v9_673	RXN-9662
S_S2_Bs_063_v1v9_673	RXN-9663
S_S2_Bs_063_v1v9_673	RXN-9660
S_S2_Bs_063_v1v9_673	RXN-9661
S_S2_Bs_063_v1v9_673	RXN1G-915
S_S2_Bs_063_v1v9_673	RXN-10661
S_S2_Bs_063_v1v9_673	RXN-16620
S_S2_Bs_063_v1v9_673	RXN1G-210
S_S2_Bs_063_v1v9_673	1.3.1.9-RXN
S_S2_Bs_063_v1v9_673	RXN0-2145
S_S2_Bs_063_v1v9_673	RXN1G-679
S_S2_Bs_063_v1v9_673	RXN1G-468
S_S2_Bs_063_v1v9_673	RXN-16632
S_S2_Bs_063_v1v9_673	RXN1G-285
S_S2_Bs_063_v1v9_673	RXN-11478
S_S2_Bs_063_v1v9_673	RXN1G-1057
S_S2_Bs_063_v1v9_673	RXN-9635
S_S2_Bs_063_v1v9_674	GTP-CYCLOHYDRO-I-RXN
S_S2_Bs_063_v1v9_675	GTP-CYCLOHYDRO-I-RXN
S_S2_Bs_063_v1v9_676	GLUTRNAREDUCT-RXN
S_S2_Bs_063_v1v9_677	OHMETHYLBILANESYN-RXN
S_S2_Bs_063_v1v9_679	DIHYDROXYMETVALDEHYDRAT-RXN
S_S2_Bs_063_v1v9_679	DIHYDROXYISOVALDEHYDRAT-RXN
S_S2_Bs_063_v1v9_680	ATPPHOSPHORIBOSYLTRANS-RXN
S_S2_Bs_063_v1v9_681	3.4.11.9-RXN
S_S2_Bs_063_v1v9_682	PHOSPHASERDECARB-RXN
S_S2_Bs_063_v1v9_683	RXN-13997
S_S2_Bs_063_v1v9_684	RXN-13997
S_S2_Bs_063_v1v9_685	RXN-14950
S_S2_Bs_063_v1v9_685	RXN-14957
S_S2_Bs_063_v1v9_685	RXN-14959
S_S2_Bs_063_v1v9_685	RXN0-949
S_S2_Bs_063_v1v9_686	UROGENIIISYN-RXN
S_S2_Bs_063_v1v9_687	UROGENIIISYN-RXN
S_S2_Bs_063_v1v9_688	UROGENIIISYN-RXN
S_S2_Bs_063_v1v9_689	ABC-2-RXN
S_S2_Bs_063_v1v9_689	ABC-28-RXN
S_S2_Bs_063_v1v9_689	3.6.3.17-RXN
S_S2_Bs_063_v1v9_689	ABC-33-RXN
S_S2_Bs_063_v1v9_689	ABC-18-RXN
S_S2_Bs_063_v1v9_690	ABC-2-RXN
S_S2_Bs_063_v1v9_690	ABC-28-RXN
S_S2_Bs_063_v1v9_690	3.6.3.17-RXN
S_S2_Bs_063_v1v9_690	ABC-33-RXN
S_S2_Bs_063_v1v9_690	ABC-18-RXN
S_S2_Bs_063_v1v9_691	RXN-13600
S_S2_Bs_063_v1v9_691	RXN-13602
S_S2_Bs_063_v1v9_691	RXN-13603
S_S2_Bs_063_v1v9_691	RXN-9674
S_S2_Bs_063_v1v9_691	3.2.1.21-RXN
S_S2_Bs_063_v1v9_691	RXN-10773
S_S2_Bs_063_v1v9_691	RXN-10769
S_S2_Bs_063_v1v9_691	RXN-14179
S_S2_Bs_063_v1v9_691	RXN-5341
S_S2_Bs_063_v1v9_691	RXN-8036
S_S2_Bs_063_v1v9_692	RXN-13600
S_S2_Bs_063_v1v9_692	RXN-13602
S_S2_Bs_063_v1v9_692	RXN-13603
S_S2_Bs_063_v1v9_692	RXN-9674
S_S2_Bs_063_v1v9_692	3.2.1.21-RXN
S_S2_Bs_063_v1v9_692	RXN-10773
S_S2_Bs_063_v1v9_692	RXN-10769
S_S2_Bs_063_v1v9_692	RXN-14179
S_S2_Bs_063_v1v9_692	RXN-5341
S_S2_Bs_063_v1v9_692	RXN-8036
S_S2_Bs_063_v1v9_693	RXN0-5297
S_S2_Bs_063_v1v9_693	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S2_Bs_063_v1v9_693	RXN0-5295
S_S2_Bs_063_v1v9_693	RXN0-6994
S_S2_Bs_063_v1v9_693	RXN0-7002
S_S2_Bs_063_v1v9_694	RXN0-5297
S_S2_Bs_063_v1v9_694	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S2_Bs_063_v1v9_694	RXN0-5295
S_S2_Bs_063_v1v9_694	RXN0-6994
S_S2_Bs_063_v1v9_694	RXN0-7002
S_S2_Bs_063_v1v9_695	RXN0-5297
S_S2_Bs_063_v1v9_695	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S2_Bs_063_v1v9_695	RXN0-5295
S_S2_Bs_063_v1v9_695	RXN0-6994
S_S2_Bs_063_v1v9_695	RXN0-7002
S_S2_Bs_063_v1v9_696	RXN0-5297
S_S2_Bs_063_v1v9_696	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S2_Bs_063_v1v9_696	RXN0-5295
S_S2_Bs_063_v1v9_696	RXN0-6994
S_S2_Bs_063_v1v9_696	RXN0-7002
S_S2_Bs_063_v1v9_697	RXN0-5297
S_S2_Bs_063_v1v9_697	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S2_Bs_063_v1v9_697	RXN0-5295
S_S2_Bs_063_v1v9_697	RXN0-6994
S_S2_Bs_063_v1v9_697	RXN0-7002
S_S2_Bs_063_v1v9_698	RXN0-5297
S_S2_Bs_063_v1v9_698	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S2_Bs_063_v1v9_698	RXN0-5295
S_S2_Bs_063_v1v9_698	RXN0-6994
S_S2_Bs_063_v1v9_698	RXN0-7002
S_S2_Bs_063_v1v9_699	RXN-14160
S_S2_Bs_063_v1v9_699	RXN-14073
S_S2_Bs_063_v1v9_699	GLYCPDIESTER-RXN
S_S2_Bs_063_v1v9_699	RXN-14136
S_S2_Bs_063_v1v9_700	RXN-14160
S_S2_Bs_063_v1v9_700	RXN-14073
S_S2_Bs_063_v1v9_700	GLYCPDIESTER-RXN
S_S2_Bs_063_v1v9_700	RXN-14136
S_S2_Bs_063_v1v9_701	RXN-14160
S_S2_Bs_063_v1v9_701	RXN-14073
S_S2_Bs_063_v1v9_701	GLYCPDIESTER-RXN
S_S2_Bs_063_v1v9_701	RXN-14136
S_S2_Bs_063_v1v9_702	RIBOKIN-RXN
S_S2_Bs_063_v1v9_702	RXN-14223
S_S2_Bs_063_v1v9_703	GLYOXI-RXN
S_S2_Bs_063_v1v9_704	GLYOXI-RXN
S_S2_Bs_063_v1v9_705	GLYOXI-RXN
S_S2_Bs_063_v1v9_708	DEOXYADENPHOSPHOR-RXN
S_S2_Bs_063_v1v9_708	RXN-7001
S_S2_Bs_063_v1v9_708	RXN-14029
S_S2_Bs_063_v1v9_708	XANTHOSINEPHOSPHORY-RXN
S_S2_Bs_063_v1v9_708	RXN-11715
S_S2_Bs_063_v1v9_708	RXN-11743
S_S2_Bs_063_v1v9_708	INOPHOSPHOR-RXN
S_S2_Bs_063_v1v9_708	PNP-RXN
S_S2_Bs_063_v1v9_708	DEOXYGUANPHOSPHOR-RXN
S_S2_Bs_063_v1v9_708	ADENPHOSPHOR-RXN
S_S2_Bs_063_v1v9_708	DEOXYINOPHOSPHOR-RXN
S_S2_Bs_063_v1v9_708	RXN0-5199
S_S2_Bs_063_v1v9_709	DEOXYADENPHOSPHOR-RXN
S_S2_Bs_063_v1v9_709	RXN-7001
S_S2_Bs_063_v1v9_709	RXN-14029
S_S2_Bs_063_v1v9_709	XANTHOSINEPHOSPHORY-RXN
S_S2_Bs_063_v1v9_709	RXN-11715
S_S2_Bs_063_v1v9_709	RXN-11743
S_S2_Bs_063_v1v9_709	INOPHOSPHOR-RXN
S_S2_Bs_063_v1v9_709	PNP-RXN
S_S2_Bs_063_v1v9_709	DEOXYGUANPHOSPHOR-RXN
S_S2_Bs_063_v1v9_709	ADENPHOSPHOR-RXN
S_S2_Bs_063_v1v9_709	DEOXYINOPHOSPHOR-RXN
S_S2_Bs_063_v1v9_709	RXN0-5199
S_S2_Bs_063_v1v9_710	DEOXYRIBOSE-P-ALD-RXN
S_S2_Bs_063_v1v9_711	RXN-11146
S_S2_Bs_063_v1v9_712	RXN-11146
S_S2_Bs_063_v1v9_713	RXN-11146
S_S2_Bs_063_v1v9_714	3.2.1.10-RXN
S_S2_Bs_063_v1v9_715	3.2.1.10-RXN
S_S2_Bs_063_v1v9_716	3.2.1.10-RXN
S_S2_Bs_063_v1v9_717	GDPPYPHOSKIN-RXN
S_S2_Bs_063_v1v9_717	GTPPYPHOSKIN-RXN
S_S2_Bs_063_v1v9_718	GDPPYPHOSKIN-RXN
S_S2_Bs_063_v1v9_718	GTPPYPHOSKIN-RXN
S_S2_Bs_063_v1v9_719	GDPPYPHOSKIN-RXN
S_S2_Bs_063_v1v9_719	GTPPYPHOSKIN-RXN
S_S2_Bs_063_v1v9_720	6PGLUCONOLACT-RXN
S_S2_Bs_063_v1v9_721	SUCCDIAMINOPIMDESUCC-RXN
S_S2_Bs_063_v1v9_722	SUCCDIAMINOPIMDESUCC-RXN
S_S2_Bs_063_v1v9_723	3.2.1.37-RXN
S_S2_Bs_063_v1v9_724	RXN-12174
S_S2_Bs_063_v1v9_725	RXN-12174
S_S2_Bs_063_v1v9_726	RXN-7682
S_S2_Bs_063_v1v9_726	RXN0-901
S_S2_Bs_063_v1v9_727	RXN-7682
S_S2_Bs_063_v1v9_727	RXN0-901
S_S2_Bs_063_v1v9_728	RXN-7682
S_S2_Bs_063_v1v9_728	RXN0-901
S_S2_Bs_063_v1v9_729	RXN-7682
S_S2_Bs_063_v1v9_729	RXN0-901
S_S2_Bs_063_v1v9_730	RXN-7682
S_S2_Bs_063_v1v9_730	RXN0-901
S_S2_Bs_063_v1v9_731	SIROHEME-FERROCHELAT-RXN
S_S2_Bs_063_v1v9_732	SIROHEME-FERROCHELAT-RXN
S_S2_Bs_063_v1v9_733	DIMETHUROPORDEHYDROG-RXN
S_S2_Bs_063_v1v9_734	RXN-15127
S_S2_Bs_063_v1v9_735	CHEBDEAMID-RXN
S_S2_Bs_063_v1v9_736	CHEBDEAMID-RXN
