Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
3752R_L_F_S5_week10_S60_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.5)	(40.0, 1.3333333333333333)	(41.0, 1.6666666666666665)	(42.0, 5.5)	(43.0, 13.166666666666666)	(44.0, 50.83333333333334)	(45.0, 98.41666666666657)	(46.0, 501.9166666666569)	(47.0, 7103.749999998031)	(48.0, 4401.250000000455)	(49.0, 5275.749999999679)	(50.0, 4941.0833333333085)	(51.0, 9091.666666665342)	(52.0, 12251.333333337692)	(53.0, 4636.416666666917)	(54.0, 831.0000000000232)	(55.0, 242.08333333333556)	(56.0, 65.83333333333346)	(57.0, 20.916666666666664)	(58.0, 30.666666666666636)	(59.0, 22.916666666666657)	(60.0, 3.5)	(61.0, 8.166666666666664)	(62.0, 34.99999999999997)	(63.0, 4.0)	(64.0, 2.333333333333333)	(65.0, 2.0)	(66.0, 0.0)	(67.0, 0.25)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
3752R_L_F_S5_week10_S60_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.5)	(36.0, 0.5)	(37.0, 0.0)	(38.0, 1.0)	(39.0, 2.333333333333333)	(40.0, 2.8333333333333335)	(41.0, 3.3333333333333335)	(42.0, 5.333333333333334)	(43.0, 15.833333333333334)	(44.0, 40.500000000000014)	(45.0, 766.3333333333504)	(46.0, 6556.999999998513)	(47.0, 1249.333333333329)	(48.0, 1665.9999999999095)	(49.0, 608.8333333333344)	(50.0, 347.99999999999807)	(51.0, 1180.3333333333424)	(52.0, 1706.5833333332332)	(53.0, 8652.16666666463)	(54.0, 7829.083333330893)	(55.0, 1690.9166666665974)	(56.0, 8088.166666664164)	(57.0, 7927.416666664258)	(58.0, 706.8333333333412)	(59.0, 207.91666666666714)	(60.0, 191.91666666666723)	(61.0, 157.00000000000026)	(62.0, 64.58333333333334)	(63.0, 46.916666666666664)	(64.0, 40.83333333333336)	(65.0, 15.166666666666668)	(66.0, 9.5)	(67.0, 17.833333333333332)	(68.0, 13.333333333333334)	(69.0, 5.833333333333333)	(70.0, 7.333333333333332)	(71.0, 8.999999999999998)	(72.0, 28.8333333333333)	(73.0, 4.0)	(74.0, 0.5)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.5)	(83.0, 1.0)	(84.0, 0.5)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.3333333333333333)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.25)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
3795R_R_F_S2_week10_S51_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.5)	(35.0, 1.5)	(36.0, 1.3333333333333333)	(37.0, 0.5)	(38.0, 0.5)	(39.0, 1.3333333333333333)	(40.0, 3.3333333333333335)	(41.0, 6.166666666666666)	(42.0, 17.750000000000004)	(43.0, 48.416666666666664)	(44.0, 124.66666666666664)	(45.0, 185.83333333333354)	(46.0, 430.08333333332786)	(47.0, 18887.333333336126)	(48.0, 20487.749999996984)	(49.0, 4713.166666666844)	(50.0, 4827.416666666743)	(51.0, 8676.499999997914)	(52.0, 12088.583333337392)	(53.0, 5004.666666666588)	(54.0, 1034.0833333333749)	(55.0, 182.66666666666748)	(56.0, 53.00000000000004)	(57.0, 23.416666666666664)	(58.0, 36.99999999999997)	(59.0, 34.3333333333333)	(60.0, 6.0)	(61.0, 6.666666666666664)	(62.0, 31.166666666666625)	(63.0, 4.333333333333333)	(64.0, 0.5)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
3795R_R_F_S2_week10_S51_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.5)	(29.0, 0.5)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.5)	(33.0, 1.0)	(34.0, 1.0)	(35.0, 2.0)	(36.0, 2.0)	(37.0, 2.5)	(38.0, 7.333333333333333)	(39.0, 9.333333333333332)	(40.0, 12.666666666666666)	(41.0, 17.333333333333332)	(42.0, 19.833333333333336)	(43.0, 29.16666666666666)	(44.0, 79.33333333333333)	(45.0, 2774.0000000001432)	(46.0, 18430.6666666711)	(47.0, 8386.499999997422)	(48.0, 1705.833333333245)	(49.0, 758.1666666666771)	(50.0, 507.74999999999375)	(51.0, 3521.166666667126)	(52.0, 3952.6666666673104)	(53.0, 7099.166666664768)	(54.0, 5820.49999999921)	(55.0, 1108.00000000001)	(56.0, 8057.999999997509)	(57.0, 7771.166666664381)	(58.0, 561.4166666666636)	(59.0, 170.75000000000017)	(60.0, 156.91666666666688)	(61.0, 141.5)	(62.0, 72.33333333333333)	(63.0, 48.08333333333334)	(64.0, 40.500000000000014)	(65.0, 22.833333333333325)	(66.0, 14.166666666666668)	(67.0, 14.666666666666666)	(68.0, 13.833333333333334)	(69.0, 5.833333333333334)	(70.0, 4.5)	(71.0, 8.833333333333332)	(72.0, 25.666666666666643)	(73.0, 3.166666666666667)	(74.0, 1.6666666666666665)	(75.0, 0.8333333333333333)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.5)	(79.0, 1.0)	(80.0, 0.5)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.3333333333333333)	(92.0, 0.3333333333333333)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
3874R_0_F_NS1_week10_S75_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.6666666666666666)	(38.0, 0.5)	(39.0, 1.0)	(40.0, 3.1666666666666665)	(41.0, 6.666666666666667)	(42.0, 18.25)	(43.0, 45.25)	(44.0, 122.66666666666666)	(45.0, 246.5833333333344)	(46.0, 600.4166666666654)	(47.0, 9394.833333332552)	(48.0, 14487.750000008424)	(49.0, 2520.8333333333626)	(50.0, 1055.9166666667033)	(51.0, 10361.416666667612)	(52.0, 11982.916666670544)	(53.0, 3838.916666667269)	(54.0, 2237.749999999905)	(55.0, 490.1666666666571)	(56.0, 58.66666666666676)	(57.0, 19.41666666666667)	(58.0, 17.916666666666668)	(59.0, 26.16666666666665)	(60.0, 7.666666666666664)	(61.0, 19.83333333333333)	(62.0, 101.16666666666632)	(63.0, 15.333333333333343)	(64.0, 3.0)	(65.0, 2.5)	(66.0, 0.5)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
3874R_0_F_NS1_week10_S75_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 1.0)	(32.0, 1.5)	(33.0, 1.0)	(34.0, 1.5)	(35.0, 3.5)	(36.0, 4.0)	(37.0, 4.333333333333334)	(38.0, 5.0)	(39.0, 5.5)	(40.0, 6.666666666666666)	(41.0, 10.666666666666668)	(42.0, 17.999999999999996)	(43.0, 25.66666666666666)	(44.0, 51.00000000000005)	(45.0, 587.1666666666636)	(46.0, 6026.4166666656665)	(47.0, 5446.416666666182)	(48.0, 5792.666666665892)	(49.0, 6734.999999998417)	(50.0, 1172.7500000000082)	(51.0, 2252.833333333255)	(52.0, 2371.4999999999695)	(53.0, 2776.0833333334754)	(54.0, 2976.250000000216)	(55.0, 947.5833333333553)	(56.0, 10058.250000000518)	(57.0, 9878.25000000023)	(58.0, 773.5833333333452)	(59.0, 228.50000000000065)	(60.0, 241.33333333333445)	(61.0, 214.08333333333425)	(62.0, 90.66666666666661)	(63.0, 60.500000000000014)	(64.0, 38.00000000000001)	(65.0, 20.83333333333333)	(66.0, 24.16666666666666)	(67.0, 44.0)	(68.0, 35.66666666666667)	(69.0, 10.666666666666668)	(70.0, 10.333333333333334)	(71.0, 25.99999999999998)	(72.0, 79.83333333333329)	(73.0, 9.333333333333332)	(74.0, 0.3333333333333333)	(75.0, 0.5)	(76.0, 0.5)	(77.0, 0.0)	(78.0, 1.0)	(79.0, 2.5)	(80.0, 1.5)	(81.0, 0.0)	(82.0, 0.3333333333333333)	(83.0, 0.3333333333333333)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.5)	(93.0, 0.5)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.3333333333333333)
3874R_L_F_NS1_week10_S76_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.5)	(40.0, 2.75)	(41.0, 5.25)	(42.0, 13.500000000000002)	(43.0, 35.833333333333336)	(44.0, 108.74999999999996)	(45.0, 172.08333333333357)	(46.0, 402.49999999999557)	(47.0, 8274.749999997191)	(48.0, 13503.00000000665)	(49.0, 2240.583333333239)	(50.0, 971.0833333333711)	(51.0, 8266.666666663847)	(52.0, 10509.166666667887)	(53.0, 4398.000000000455)	(54.0, 1844.749999999865)	(55.0, 484.41666666665736)	(56.0, 67.83333333333343)	(57.0, 25.666666666666654)	(58.0, 21.916666666666657)	(59.0, 31.499999999999968)	(60.0, 9.333333333333334)	(61.0, 18.5)	(62.0, 130.99999999999935)	(63.0, 16.00000000000001)	(64.0, 5.666666666666667)	(65.0, 3.5)	(66.0, 0.5)	(67.0, 0.25)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
3874R_L_F_NS1_week10_S76_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.5)	(30.0, 0.5)	(31.0, 0.5)	(32.0, 2.5)	(33.0, 3.0)	(34.0, 1.5)	(35.0, 1.0)	(36.0, 1.0)	(37.0, 2.333333333333333)	(38.0, 4.166666666666667)	(39.0, 5.833333333333333)	(40.0, 6.833333333333334)	(41.0, 6.5)	(42.0, 8.833333333333334)	(43.0, 17.333333333333336)	(44.0, 43.83333333333336)	(45.0, 503.83333333332257)	(46.0, 5456.999999999511)	(47.0, 4644.166666666897)	(48.0, 4959.833333333278)	(49.0, 6377.999999998729)	(50.0, 1144.4166666666792)	(51.0, 2212.999999999906)	(52.0, 2399.999999999984)	(53.0, 2752.666666666795)	(54.0, 2927.333333333525)	(55.0, 898.5000000000197)	(56.0, 8329.666666664361)	(57.0, 7935.24999999763)	(58.0, 674.0000000000061)	(59.0, 205.5000000000005)	(60.0, 265.91666666666737)	(61.0, 247.33333333333456)	(62.0, 97.74999999999994)	(63.0, 64.66666666666669)	(64.0, 41.50000000000001)	(65.0, 23.833333333333325)	(66.0, 22.666666666666664)	(67.0, 52.16666666666668)	(68.0, 47.25000000000001)	(69.0, 18.83333333333333)	(70.0, 11.833333333333336)	(71.0, 25.49999999999998)	(72.0, 94.99999999999974)	(73.0, 16.83333333333334)	(74.0, 2.3333333333333335)	(75.0, 0.0)	(76.0, 0.5)	(77.0, 0.5)	(78.0, 0.5)	(79.0, 1.3333333333333333)	(80.0, 0.5)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.3333333333333333)	(87.0, 0.3333333333333333)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.25)	(91.0, 0.25)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.5)	(98.0, 1.1666666666666665)	(99.0, 0.6666666666666666)	(100.0, 0.0)
3893R_RL_M_S5_week10_S64_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.5)	(36.0, 0.5)	(37.0, 0.5)	(38.0, 1.0)	(39.0, 1.0)	(40.0, 1.5)	(41.0, 2.8333333333333335)	(42.0, 3.0)	(43.0, 17.333333333333336)	(44.0, 77.66666666666667)	(45.0, 120.24999999999986)	(46.0, 769.8333333333493)	(47.0, 9482.16666666603)	(48.0, 4564.750000000306)	(49.0, 4511.833333333688)	(50.0, 4277.66666666723)	(51.0, 9116.666666665373)	(52.0, 12060.00000000401)	(53.0, 4700.7500000001855)	(54.0, 1049.833333333372)	(55.0, 249.75000000000222)	(56.0, 71.83333333333339)	(57.0, 22.499999999999993)	(58.0, 27.749999999999982)	(59.0, 22.83333333333332)	(60.0, 2.6666666666666665)	(61.0, 6.416666666666665)	(62.0, 25.49999999999998)	(63.0, 1.3333333333333333)	(64.0, 0.0)	(65.0, 0.5)	(66.0, 1.0)	(67.0, 0.5)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
3893R_RL_M_S5_week10_S64_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.5)	(24.0, 1.0)	(25.0, 0.5)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.5)	(31.0, 2.0)	(32.0, 2.5)	(33.0, 1.5)	(34.0, 1.0)	(35.0, 1.0)	(36.0, 1.0)	(37.0, 1.0)	(38.0, 1.5)	(39.0, 3.0)	(40.0, 3.6666666666666665)	(41.0, 6.0)	(42.0, 16.583333333333336)	(43.0, 26.16666666666666)	(44.0, 59.500000000000085)	(45.0, 1081.5833333333658)	(46.0, 8865.416666664916)	(47.0, 1724.16666666656)	(48.0, 1727.8333333332346)	(49.0, 656.7500000000044)	(50.0, 381.4999999999974)	(51.0, 1325.9166666666445)	(52.0, 1907.4999999998627)	(53.0, 7433.24999999782)	(54.0, 6717.749999998459)	(55.0, 1833.5833333332384)	(56.0, 8144.666666664143)	(57.0, 7741.499999997773)	(58.0, 750.9166666666771)	(59.0, 226.50000000000057)	(60.0, 190.666666666667)	(61.0, 156.33333333333337)	(62.0, 82.33333333333331)	(63.0, 60.33333333333336)	(64.0, 39.08333333333335)	(65.0, 23.33333333333333)	(66.0, 22.5)	(67.0, 20.333333333333332)	(68.0, 13.666666666666666)	(69.0, 6.5)	(70.0, 4.333333333333333)	(71.0, 6.166666666666666)	(72.0, 22.999999999999986)	(73.0, 4.833333333333333)	(74.0, 1.5)	(75.0, 0.5)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.3333333333333333)	(88.0, 0.6666666666666666)	(89.0, 0.3333333333333333)	(90.0, 0.3333333333333333)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.5)	(94.0, 0.5)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.3333333333333333)	(98.0, 0.3333333333333333)	(99.0, 0.0)	(100.0, 0.0)
